in s,C1 in V
-2.23944E-05,-8.55469E-03
-2.23944E-05,1.21094E-03
-2.23936E-05,1.21094E-03
-2.23936E-05,1.09766E-02
-2.23928E-05,-1.83203E-02
-2.23928E-05,1.09766E-02
-2.23920E-05,-1.83203E-02
-2.23920E-05,1.21094E-03
-2.23912E-05,-1.83203E-02
-2.23912E-05,1.21094E-03
-2.23904E-05,-1.83203E-02
-2.23904E-05,2.07422E-02
-2.23896E-05,-2.80859E-02
-2.23896E-05,2.07422E-02
-2.23888E-05,-2.80859E-02
-2.23888E-05,1.21094E-03
-2.23880E-05,1.21094E-03
-2.23880E-05,2.07422E-02
-2.23872E-05,1.21094E-03
-2.23872E-05,2.07422E-02
-2.23864E-05,1.21094E-03
-2.23864E-05,2.07422E-02
-2.23856E-05,1.21094E-03
-2.23856E-05,1.09766E-02
-2.23848E-05,1.21094E-03
-2.23848E-05,1.09766E-02
-2.23840E-05,1.21094E-03
-2.23840E-05,2.07422E-02
-2.23832E-05,-8.55469E-03
-2.23832E-05,2.07422E-02
-2.23824E-05,-8.55469E-03
-2.23824E-05,2.07422E-02
-2.23816E-05,-8.55469E-03
-2.23816E-05,2.07422E-02
-2.23808E-05,-8.55469E-03
-2.23808E-05,2.07422E-02
-2.23800E-05,-1.83203E-02
-2.23800E-05,2.07422E-02
-2.23792E-05,-1.83203E-02
-2.23792E-05,1.09766E-02
-2.23784E-05,-8.55469E-03
-2.23784E-05,1.09766E-02
-2.23776E-05,-8.55469E-03
-2.23776E-05,1.09766E-02
-2.23768E-05,-1.83203E-02
-2.23768E-05,1.21094E-03
-2.23760E-05,-2.80859E-02
-2.23760E-05,-1.83203E-02
-2.23752E-05,-2.80859E-02
-2.23752E-05,1.21094E-03
-2.23744E-05,1.21094E-03
-2.23744E-05,1.21094E-03
-2.23736E-05,-2.80859E-02
-2.23736E-05,1.21094E-03
-2.23728E-05,-2.80859E-02
-2.23728E-05,1.21094E-03
-2.23720E-05,-8.55469E-03
-2.23720E-05,2.07422E-02
-2.23712E-05,-8.55469E-03
-2.23712E-05,3.05078E-02
-2.23704E-05,-8.55469E-03
-2.23704E-05,3.05078E-02
-2.23696E-05,-8.55469E-03
-2.23696E-05,1.21094E-03
-2.23688E-05,-1.83203E-02
-2.23688E-05,1.21094E-03
-2.23680E-05,-1.83203E-02
-2.23680E-05,2.07422E-02
-2.23672E-05,1.21094E-03
-2.23672E-05,2.07422E-02
-2.23664E-05,1.21094E-03
-2.23664E-05,1.21094E-03
-2.23656E-05,1.21094E-03
-2.23656E-05,1.09766E-02
-2.23648E-05,-8.55469E-03
-2.23648E-05,1.09766E-02
-2.23640E-05,-8.55469E-03
-2.23640E-05,1.09766E-02
-2.23632E-05,-8.55469E-03
-2.23632E-05,1.09766E-02
-2.23624E-05,-8.55469E-03
-2.23624E-05,1.21094E-03
-2.23616E-05,-1.83203E-02
-2.23616E-05,1.21094E-03
-2.23608E-05,-2.80859E-02
-2.23608E-05,-8.55469E-03
-2.23600E-05,-2.80859E-02
-2.23600E-05,1.21094E-03
-2.23592E-05,-1.83203E-02
-2.23592E-05,1.21094E-03
-2.23584E-05,-1.83203E-02
-2.23584E-05,1.21094E-03
-2.23576E-05,-8.55469E-03
-2.23576E-05,1.21094E-03
-2.23568E-05,-1.83203E-02
-2.23568E-05,1.21094E-03
-2.23560E-05,-1.83203E-02
-2.23560E-05,1.21094E-03
-2.23552E-05,-1.83203E-02
-2.23552E-05,1.09766E-02
-2.23544E-05,-3.78516E-02
-2.23544E-05,1.09766E-02
-2.23536E-05,-3.78516E-02
-2.23536E-05,1.21094E-03
-2.23528E-05,-1.83203E-02
-2.23528E-05,4.02734E-02
-2.23520E-05,-1.83203E-02
-2.23520E-05,4.02734E-02
-2.23512E-05,-1.83203E-02
-2.23512E-05,2.07422E-02
-2.23504E-05,-2.80859E-02
-2.23504E-05,2.07422E-02
-2.23496E-05,-2.80859E-02
-2.23496E-05,2.07422E-02
-2.23488E-05,-3.78516E-02
-2.23488E-05,2.07422E-02
-2.23480E-05,-3.78516E-02
-2.23480E-05,1.21094E-03
-2.23472E-05,1.21094E-03
-2.23472E-05,1.21094E-03
-2.23464E-05,-8.55469E-03
-2.23464E-05,2.07422E-02
-2.23456E-05,-1.83203E-02
-2.23456E-05,2.07422E-02
-2.23448E-05,-1.83203E-02
-2.23448E-05,1.21094E-03
-2.23440E-05,-1.83203E-02
-2.23440E-05,1.21094E-03
-2.23432E-05,-1.83203E-02
-2.23432E-05,2.07422E-02
-2.23424E-05,1.21094E-03
-2.23424E-05,2.07422E-02
-2.23416E-05,-1.83203E-02
-2.23416E-05,1.21094E-03
-2.23408E-05,-1.83203E-02
-2.23408E-05,-8.55469E-03
-2.23400E-05,-1.83203E-02
-2.23400E-05,-8.55469E-03
-2.23392E-05,-2.80859E-02
-2.23392E-05,1.21094E-03
-2.23384E-05,-2.80859E-02
-2.23384E-05,1.09766E-02
-2.23376E-05,-1.83203E-02
-2.23376E-05,1.09766E-02
-2.23368E-05,-1.83203E-02
-2.23368E-05,1.21094E-03
-2.23360E-05,-1.83203E-02
-2.23360E-05,1.21094E-03
-2.23352E-05,-1.83203E-02
-2.23352E-05,2.07422E-02
-2.23344E-05,1.21094E-03
-2.23344E-05,2.07422E-02
-2.23336E-05,1.21094E-03
-2.23336E-05,3.05078E-02
-2.23328E-05,-8.55469E-03
-2.23328E-05,3.05078E-02
-2.23320E-05,-1.83203E-02
-2.23320E-05,-8.55469E-03
-2.23312E-05,-1.83203E-02
-2.23312E-05,2.07422E-02
-2.23304E-05,1.21094E-03
-2.23304E-05,2.07422E-02
-2.23296E-05,-1.83203E-02
-2.23296E-05,1.21094E-03
-2.23288E-05,-1.83203E-02
-2.23288E-05,1.21094E-03
-2.23280E-05,-1.83203E-02
-2.23280E-05,1.21094E-03
-2.23272E-05,1.21094E-03
-2.23272E-05,3.05078E-02
-2.23264E-05,-1.83203E-02
-2.23264E-05,3.05078E-02
-2.23256E-05,-1.83203E-02
-2.23256E-05,2.07422E-02
-2.23248E-05,-1.83203E-02
-2.23248E-05,1.21094E-03
-2.23240E-05,-1.83203E-02
-2.23240E-05,2.07422E-02
-2.23232E-05,-8.55469E-03
-2.23232E-05,2.07422E-02
-2.23224E-05,-8.55469E-03
-2.23224E-05,1.21094E-03
-2.23216E-05,-1.83203E-02
-2.23216E-05,1.21094E-03
-2.23208E-05,-1.83203E-02
-2.23208E-05,3.05078E-02
-2.23200E-05,-1.83203E-02
-2.23200E-05,3.05078E-02
-2.23192E-05,-2.80859E-02
-2.23192E-05,1.21094E-03
-2.23184E-05,-2.80859E-02
-2.23184E-05,1.21094E-03
-2.23176E-05,-8.55469E-03
-2.23176E-05,1.09766E-02
-2.23168E-05,-2.80859E-02
-2.23168E-05,1.09766E-02
-2.23160E-05,-2.80859E-02
-2.23160E-05,-8.55469E-03
-2.23152E-05,-2.80859E-02
-2.23152E-05,-8.55469E-03
-2.23144E-05,-2.80859E-02
-2.23144E-05,2.07422E-02
-2.23136E-05,-1.83203E-02
-2.23136E-05,2.07422E-02
-2.23128E-05,-2.80859E-02
-2.23128E-05,1.21094E-03
-2.23120E-05,-2.80859E-02
-2.23120E-05,-8.55469E-03
-2.23112E-05,-1.83203E-02
-2.23112E-05,1.09766E-02
-2.23104E-05,-1.83203E-02
-2.23104E-05,1.09766E-02
-2.23096E-05,-8.55469E-03
-2.23096E-05,1.21094E-03
-2.23088E-05,-8.55469E-03
-2.23088E-05,1.09766E-02
-2.23080E-05,1.21094E-03
-2.23080E-05,1.09766E-02
-2.23072E-05,-8.55469E-03
-2.23072E-05,1.09766E-02
-2.23064E-05,-2.80859E-02
-2.23064E-05,2.07422E-02
-2.23056E-05,-2.80859E-02
-2.23056E-05,2.07422E-02
-2.23048E-05,-2.80859E-02
-2.23048E-05,3.05078E-02
-2.23040E-05,1.21094E-03
-2.23040E-05,3.05078E-02
-2.23032E-05,-2.80859E-02
-2.23032E-05,1.21094E-03
-2.23024E-05,-2.80859E-02
-2.23024E-05,-8.55469E-03
-2.23016E-05,-2.80859E-02
-2.23016E-05,2.07422E-02
-2.23008E-05,-2.80859E-02
-2.23008E-05,2.07422E-02
-2.23000E-05,-2.80859E-02
-2.23000E-05,2.07422E-02
-2.22992E-05,-8.55469E-03
-2.22992E-05,1.21094E-03
-2.22984E-05,-8.55469E-03
-2.22984E-05,1.21094E-03
-2.22976E-05,-8.55469E-03
-2.22976E-05,1.21094E-03
-2.22968E-05,-3.78516E-02
-2.22968E-05,1.21094E-03
-2.22960E-05,-3.78516E-02
-2.22960E-05,1.09766E-02
-2.22952E-05,-1.83203E-02
-2.22952E-05,1.09766E-02
-2.22944E-05,-1.83203E-02
-2.22944E-05,1.21094E-03
-2.22936E-05,-8.55469E-03
-2.22936E-05,1.09766E-02
-2.22928E-05,-2.80859E-02
-2.22928E-05,1.09766E-02
-2.22920E-05,-2.80859E-02
-2.22920E-05,1.09766E-02
-2.22912E-05,-1.83203E-02
-2.22912E-05,1.09766E-02
-2.22904E-05,-1.83203E-02
-2.22904E-05,1.21094E-03
-2.22896E-05,1.21094E-03
-2.22896E-05,1.09766E-02
-2.22888E-05,-8.55469E-03
-2.22888E-05,1.09766E-02
-2.22880E-05,-1.83203E-02
-2.22880E-05,1.21094E-03
-2.22872E-05,-2.80859E-02
-2.22872E-05,-1.83203E-02
-2.22864E-05,-2.80859E-02
-2.22864E-05,1.21094E-03
-2.22856E-05,-8.55469E-03
-2.22856E-05,1.21094E-03
-2.22848E-05,-1.83203E-02
-2.22848E-05,1.21094E-03
-2.22840E-05,-3.78516E-02
-2.22840E-05,1.21094E-03
-2.22832E-05,-3.78516E-02
-2.22832E-05,1.21094E-03
-2.22824E-05,-1.83203E-02
-2.22824E-05,2.07422E-02
-2.22816E-05,-1.83203E-02
-2.22816E-05,2.07422E-02
-2.22808E-05,-8.55469E-03
-2.22808E-05,1.21094E-03
-2.22800E-05,-2.80859E-02
-2.22800E-05,1.21094E-03
-2.22792E-05,-2.80859E-02
-2.22792E-05,1.21094E-03
-2.22784E-05,-8.55469E-03
-2.22784E-05,1.21094E-03
-2.22776E-05,-2.80859E-02
-2.22776E-05,1.21094E-03
-2.22768E-05,-2.80859E-02
-2.22768E-05,-8.55469E-03
-2.22760E-05,-2.80859E-02
-2.22760E-05,1.21094E-03
-2.22752E-05,-8.55469E-03
-2.22752E-05,1.21094E-03
-2.22744E-05,-1.83203E-02
-2.22744E-05,1.21094E-03
-2.22736E-05,-1.83203E-02
-2.22736E-05,1.21094E-03
-2.22728E-05,-1.83203E-02
-2.22728E-05,2.07422E-02
-2.22720E-05,-1.83203E-02
-2.22720E-05,2.07422E-02
-2.22712E-05,-2.80859E-02
-2.22712E-05,1.21094E-03
-2.22704E-05,-2.80859E-02
-2.22704E-05,-8.55469E-03
-2.22696E-05,-1.83203E-02
-2.22696E-05,2.07422E-02
-2.22688E-05,-1.83203E-02
-2.22688E-05,2.07422E-02
-2.22680E-05,-2.80859E-02
-2.22680E-05,2.07422E-02
-2.22672E-05,-2.80859E-02
-2.22672E-05,1.09766E-02
-2.22664E-05,1.21094E-03
-2.22664E-05,1.09766E-02
-2.22656E-05,-3.78516E-02
-2.22656E-05,1.21094E-03
-2.22648E-05,-3.78516E-02
-2.22648E-05,-8.55469E-03
-2.22640E-05,-2.80859E-02
-2.22640E-05,-8.55469E-03
-2.22632E-05,-2.80859E-02
-2.22632E-05,1.21094E-03
-2.22624E-05,-1.83203E-02
-2.22624E-05,1.21094E-03
-2.22616E-05,-2.80859E-02
-2.22616E-05,1.21094E-03
-2.22608E-05,-2.80859E-02
-2.22608E-05,1.21094E-03
-2.22600E-05,-8.55469E-03
-2.22600E-05,1.21094E-03
-2.22592E-05,-3.78516E-02
-2.22592E-05,-8.55469E-03
-2.22584E-05,-3.78516E-02
-2.22584E-05,1.09766E-02
-2.22576E-05,-8.55469E-03
-2.22576E-05,1.09766E-02
-2.22568E-05,-1.83203E-02
-2.22568E-05,3.05078E-02
-2.22560E-05,-1.83203E-02
-2.22560E-05,3.05078E-02
-2.22552E-05,-1.83203E-02
-2.22552E-05,1.21094E-03
-2.22544E-05,-1.83203E-02
-2.22544E-05,3.05078E-02
-2.22536E-05,-1.83203E-02
-2.22536E-05,3.05078E-02
-2.22528E-05,-1.83203E-02
-2.22528E-05,-8.55469E-03
-2.22520E-05,-1.83203E-02
-2.22520E-05,1.21094E-03
-2.22512E-05,1.21094E-03
-2.22512E-05,1.09766E-02
-2.22504E-05,1.21094E-03
-2.22504E-05,1.09766E-02
-2.22496E-05,-2.80859E-02
-2.22496E-05,2.07422E-02
-2.22488E-05,-2.80859E-02
-2.22488E-05,2.07422E-02
-2.22480E-05,-2.80859E-02
-2.22480E-05,1.21094E-03
-2.22472E-05,-2.80859E-02
-2.22472E-05,1.09766E-02
-2.22464E-05,-2.80859E-02
-2.22464E-05,1.09766E-02
-2.22456E-05,-2.80859E-02
-2.22456E-05,1.21094E-03
-2.22448E-05,-1.83203E-02
-2.22448E-05,1.21094E-03
-2.22440E-05,-1.83203E-02
-2.22440E-05,3.05078E-02
-2.22432E-05,-1.83203E-02
-2.22432E-05,3.05078E-02
-2.22424E-05,-2.80859E-02
-2.22424E-05,-8.55469E-03
-2.22416E-05,-2.80859E-02
-2.22416E-05,1.21094E-03
-2.22408E-05,1.21094E-03
-2.22408E-05,1.21094E-03
-2.22400E-05,-8.55469E-03
-2.22400E-05,1.09766E-02
-2.22392E-05,-3.78516E-02
-2.22392E-05,1.09766E-02
-2.22384E-05,-3.78516E-02
-2.22384E-05,1.09766E-02
-2.22376E-05,-1.83203E-02
-2.22376E-05,1.09766E-02
-2.22368E-05,1.21094E-03
-2.22368E-05,1.09766E-02
-2.22360E-05,1.21094E-03
-2.22360E-05,1.09766E-02
-2.22352E-05,-8.55469E-03
-2.22352E-05,1.21094E-03
-2.22344E-05,-8.55469E-03
-2.22344E-05,2.07422E-02
-2.22336E-05,1.21094E-03
-2.22336E-05,2.07422E-02
-2.22328E-05,1.21094E-03
-2.22328E-05,1.09766E-02
-2.22320E-05,-8.55469E-03
-2.22320E-05,1.09766E-02
-2.22312E-05,-8.55469E-03
-2.22312E-05,1.09766E-02
-2.22304E-05,-8.55469E-03
-2.22304E-05,2.07422E-02
-2.22296E-05,1.21094E-03
-2.22296E-05,2.07422E-02
-2.22288E-05,1.21094E-03
-2.22288E-05,2.07422E-02
-2.22280E-05,1.21094E-03
-2.22280E-05,2.07422E-02
-2.22272E-05,-2.80859E-02
-2.22272E-05,2.07422E-02
-2.22264E-05,-2.80859E-02
-2.22264E-05,1.21094E-03
-2.22256E-05,-8.55469E-03
-2.22256E-05,1.21094E-03
-2.22248E-05,1.21094E-03
-2.22248E-05,2.07422E-02
-2.22240E-05,-8.55469E-03
-2.22240E-05,2.07422E-02
-2.22232E-05,-8.55469E-03
-2.22232E-05,2.07422E-02
-2.22224E-05,-8.55469E-03
-2.22224E-05,1.21094E-03
-2.22216E-05,-8.55469E-03
-2.22216E-05,1.09766E-02
-2.22208E-05,-8.55469E-03
-2.22208E-05,1.09766E-02
-2.22200E-05,-1.83203E-02
-2.22200E-05,1.21094E-03
-2.22192E-05,-1.83203E-02
-2.22192E-05,1.21094E-03
-2.22184E-05,-8.55469E-03
-2.22184E-05,1.09766E-02
-2.22176E-05,-2.80859E-02
-2.22176E-05,1.09766E-02
-2.22168E-05,-2.80859E-02
-2.22168E-05,1.09766E-02
-2.22160E-05,-2.80859E-02
-2.22160E-05,1.09766E-02
-2.22152E-05,-1.83203E-02
-2.22152E-05,1.21094E-03
-2.22144E-05,-2.80859E-02
-2.22144E-05,1.21094E-03
-2.22136E-05,-2.80859E-02
-2.22136E-05,1.21094E-03
-2.22128E-05,-2.80859E-02
-2.22128E-05,-8.55469E-03
-2.22120E-05,-8.55469E-03
-2.22120E-05,2.07422E-02
-2.22112E-05,2.07422E-02
-2.22112E-05,3.05078E-02
-2.22104E-05,-1.83203E-02
-2.22104E-05,3.05078E-02
-2.22096E-05,-1.83203E-02
-2.22096E-05,1.21094E-03
-2.22088E-05,-8.55469E-03
-2.22088E-05,2.07422E-02
-2.22080E-05,-8.55469E-03
-2.22080E-05,2.07422E-02
-2.22072E-05,-8.55469E-03
-2.22072E-05,1.21094E-03
-2.22064E-05,-1.83203E-02
-2.22064E-05,1.21094E-03
-2.22056E-05,-1.83203E-02
-2.22056E-05,1.21094E-03
-2.22048E-05,-2.80859E-02
-2.22048E-05,1.21094E-03
-2.22040E-05,-2.80859E-02
-2.22040E-05,1.21094E-03
-2.22032E-05,-2.80859E-02
-2.22032E-05,1.09766E-02
-2.22024E-05,-2.80859E-02
-2.22024E-05,1.09766E-02
-2.22016E-05,1.21094E-03
-2.22016E-05,1.09766E-02
-2.22008E-05,-2.80859E-02
-2.22008E-05,1.21094E-03
-2.22000E-05,-2.80859E-02
-2.22000E-05,1.21094E-03
-2.21992E-05,-2.80859E-02
-2.21992E-05,1.21094E-03
-2.21984E-05,-4.76172E-02
-2.21984E-05,-1.83203E-02
-2.21976E-05,-4.76172E-02
-2.21976E-05,1.21094E-03
-2.21968E-05,-1.83203E-02
-2.21968E-05,1.21094E-03
-2.21960E-05,-1.83203E-02
-2.21960E-05,2.07422E-02
-2.21952E-05,-8.55469E-03
-2.21952E-05,2.07422E-02
-2.21944E-05,-3.78516E-02
-2.21944E-05,-8.55469E-03
-2.21936E-05,-3.78516E-02
-2.21936E-05,-8.55469E-03
-2.21928E-05,-2.80859E-02
-2.21928E-05,1.21094E-03
-2.21920E-05,-2.80859E-02
-2.21920E-05,1.21094E-03
-2.21912E-05,-3.78516E-02
-2.21912E-05,-2.80859E-02
-2.21904E-05,-3.78516E-02
-2.21904E-05,-8.55469E-03
-2.21896E-05,-3.78516E-02
-2.21896E-05,1.21094E-03
-2.21888E-05,-3.78516E-02
-2.21888E-05,1.21094E-03
-2.21880E-05,-2.80859E-02
-2.21880E-05,1.21094E-03
-2.21872E-05,-2.80859E-02
-2.21872E-05,1.09766E-02
-2.21864E-05,-2.80859E-02
-2.21864E-05,1.09766E-02
-2.21856E-05,-2.80859E-02
-2.21856E-05,-8.55469E-03
-2.21848E-05,-1.83203E-02
-2.21848E-05,1.21094E-03
-2.21840E-05,-2.80859E-02
-2.21840E-05,1.09766E-02
-2.21832E-05,-2.80859E-02
-2.21832E-05,1.09766E-02
-2.21824E-05,-2.80859E-02
-2.21824E-05,1.21094E-03
-2.21816E-05,-2.80859E-02
-2.21816E-05,1.09766E-02
-2.21808E-05,-2.80859E-02
-2.21808E-05,1.09766E-02
-2.21800E-05,-2.80859E-02
-2.21800E-05,1.09766E-02
-2.21792E-05,-3.78516E-02
-2.21792E-05,1.09766E-02
-2.21784E-05,-3.78516E-02
-2.21784E-05,1.21094E-03
-2.21776E-05,-2.80859E-02
-2.21776E-05,1.21094E-03
-2.21768E-05,-2.80859E-02
-2.21768E-05,1.21094E-03
-2.21760E-05,-2.80859E-02
-2.21760E-05,1.21094E-03
-2.21752E-05,-2.80859E-02
-2.21752E-05,1.21094E-03
-2.21744E-05,-8.55469E-03
-2.21744E-05,1.09766E-02
-2.21736E-05,-2.80859E-02
-2.21736E-05,1.09766E-02
-2.21728E-05,-2.80859E-02
-2.21728E-05,1.21094E-03
-2.21720E-05,-2.80859E-02
-2.21720E-05,-8.55469E-03
-2.21712E-05,-1.83203E-02
-2.21712E-05,-8.55469E-03
-2.21704E-05,-1.83203E-02
-2.21704E-05,-8.55469E-03
-2.21696E-05,-1.83203E-02
-2.21696E-05,2.07422E-02
-2.21688E-05,-8.55469E-03
-2.21688E-05,2.07422E-02
-2.21680E-05,-1.83203E-02
-2.21680E-05,1.09766E-02
-2.21672E-05,-1.83203E-02
-2.21672E-05,1.09766E-02
-2.21664E-05,1.21094E-03
-2.21664E-05,1.09766E-02
-2.21656E-05,-8.55469E-03
-2.21656E-05,1.09766E-02
-2.21648E-05,-8.55469E-03
-2.21648E-05,1.09766E-02
-2.21640E-05,-1.83203E-02
-2.21640E-05,1.21094E-03
-2.21632E-05,-1.83203E-02
-2.21632E-05,1.21094E-03
-2.21624E-05,-1.83203E-02
-2.21624E-05,-8.55469E-03
-2.21616E-05,-2.80859E-02
-2.21616E-05,1.21094E-03
-2.21608E-05,-2.80859E-02
-2.21608E-05,1.09766E-02
-2.21600E-05,-8.55469E-03
-2.21600E-05,1.09766E-02
-2.21592E-05,-2.80859E-02
-2.21592E-05,1.09766E-02
-2.21584E-05,-2.80859E-02
-2.21584E-05,1.09766E-02
-2.21576E-05,-8.55469E-03
-2.21576E-05,2.07422E-02
-2.21568E-05,1.21094E-03
-2.21568E-05,2.07422E-02
-2.21560E-05,-8.55469E-03
-2.21560E-05,1.09766E-02
-2.21552E-05,-8.55469E-03
-2.21552E-05,1.21094E-03
-2.21544E-05,1.21094E-03
-2.21544E-05,1.09766E-02
-2.21536E-05,-8.55469E-03
-2.21536E-05,1.09766E-02
-2.21528E-05,-1.83203E-02
-2.21528E-05,1.09766E-02
-2.21520E-05,-2.80859E-02
-2.21520E-05,-8.55469E-03
-2.21512E-05,-2.80859E-02
-2.21512E-05,1.21094E-03
-2.21504E-05,-8.55469E-03
-2.21504E-05,1.21094E-03
-2.21496E-05,-1.83203E-02
-2.21496E-05,-8.55469E-03
-2.21488E-05,-1.83203E-02
-2.21488E-05,-8.55469E-03
-2.21480E-05,-1.83203E-02
-2.21480E-05,1.21094E-03
-2.21472E-05,-2.80859E-02
-2.21472E-05,1.21094E-03
-2.21464E-05,-2.80859E-02
-2.21464E-05,1.09766E-02
-2.21456E-05,-2.80859E-02
-2.21456E-05,1.09766E-02
-2.21448E-05,-2.80859E-02
-2.21448E-05,1.21094E-03
-2.21440E-05,-2.80859E-02
-2.21440E-05,1.21094E-03
-2.21432E-05,-2.80859E-02
-2.21432E-05,-1.83203E-02
-2.21424E-05,-1.83203E-02
-2.21424E-05,1.21094E-03
-2.21416E-05,-2.80859E-02
-2.21416E-05,1.21094E-03
-2.21408E-05,-2.80859E-02
-2.21408E-05,2.07422E-02
-2.21400E-05,-2.80859E-02
-2.21400E-05,2.07422E-02
-2.21392E-05,-1.83203E-02
-2.21392E-05,1.09766E-02
-2.21384E-05,-1.83203E-02
-2.21384E-05,1.09766E-02
-2.21376E-05,1.21094E-03
-2.21376E-05,2.07422E-02
-2.21368E-05,-2.80859E-02
-2.21368E-05,2.07422E-02
-2.21360E-05,-2.80859E-02
-2.21360E-05,1.21094E-03
-2.21352E-05,-8.55469E-03
-2.21352E-05,2.07422E-02
-2.21344E-05,-8.55469E-03
-2.21344E-05,2.07422E-02
-2.21336E-05,-8.55469E-03
-2.21336E-05,1.21094E-03
-2.21328E-05,-1.83203E-02
-2.21328E-05,1.21094E-03
-2.21320E-05,-1.83203E-02
-2.21320E-05,1.09766E-02
-2.21312E-05,-8.55469E-03
-2.21312E-05,1.09766E-02
-2.21304E-05,-3.78516E-02
-2.21304E-05,1.09766E-02
-2.21296E-05,-3.78516E-02
-2.21296E-05,-8.55469E-03
-2.21288E-05,-2.80859E-02
-2.21288E-05,2.07422E-02
-2.21280E-05,-1.83203E-02
-2.21280E-05,2.07422E-02
-2.21272E-05,-1.83203E-02
-2.21272E-05,-8.55469E-03
-2.21264E-05,-2.80859E-02
-2.21264E-05,-8.55469E-03
-2.21256E-05,-2.80859E-02
-2.21256E-05,1.21094E-03
-2.21248E-05,-2.80859E-02
-2.21248E-05,1.21094E-03
-2.21240E-05,-2.80859E-02
-2.21240E-05,1.21094E-03
-2.21232E-05,-2.80859E-02
-2.21232E-05,1.21094E-03
-2.21224E-05,-2.80859E-02
-2.21224E-05,2.07422E-02
-2.21216E-05,1.21094E-03
-2.21216E-05,2.07422E-02
-2.21208E-05,1.21094E-03
-2.21208E-05,2.07422E-02
-2.21200E-05,-1.83203E-02
-2.21200E-05,2.07422E-02
-2.21192E-05,-1.83203E-02
-2.21192E-05,1.09766E-02
-2.21184E-05,-2.80859E-02
-2.21184E-05,1.09766E-02
-2.21176E-05,-2.80859E-02
-2.21176E-05,1.21094E-03
-2.21168E-05,-2.80859E-02
-2.21168E-05,1.09766E-02
-2.21160E-05,-1.83203E-02
-2.21160E-05,1.09766E-02
-2.21152E-05,-1.83203E-02
-2.21152E-05,1.21094E-03
-2.21144E-05,-1.83203E-02
-2.21144E-05,-8.55469E-03
-2.21136E-05,-2.80859E-02
-2.21136E-05,1.09766E-02
-2.21128E-05,-2.80859E-02
-2.21128E-05,1.09766E-02
-2.21120E-05,-1.83203E-02
-2.21120E-05,2.07422E-02
-2.21112E-05,-8.55469E-03
-2.21112E-05,2.07422E-02
-2.21104E-05,-2.80859E-02
-2.21104E-05,1.09766E-02
-2.21096E-05,-2.80859E-02
-2.21096E-05,1.09766E-02
-2.21088E-05,-1.83203E-02
-2.21088E-05,1.09766E-02
-2.21080E-05,-2.80859E-02
-2.21080E-05,3.05078E-02
-2.21072E-05,-2.80859E-02
-2.21072E-05,3.05078E-02
-2.21064E-05,-1.83203E-02
-2.21064E-05,1.09766E-02
-2.21056E-05,-1.83203E-02
-2.21056E-05,1.09766E-02
-2.21048E-05,-8.55469E-03
-2.21048E-05,1.09766E-02
-2.21040E-05,-8.55469E-03
-2.21040E-05,1.09766E-02
-2.21032E-05,-1.83203E-02
-2.21032E-05,3.05078E-02
-2.21024E-05,-1.83203E-02
-2.21024E-05,3.05078E-02
-2.21016E-05,-1.83203E-02
-2.21016E-05,1.21094E-03
-2.21008E-05,-1.83203E-02
-2.21008E-05,-8.55469E-03
-2.21000E-05,-1.83203E-02
-2.21000E-05,1.21094E-03
-2.20992E-05,1.21094E-03
-2.20992E-05,1.21094E-03
-2.20984E-05,1.21094E-03
-2.20984E-05,1.21094E-03
-2.20976E-05,-8.55469E-03
-2.20976E-05,1.21094E-03
-2.20968E-05,-8.55469E-03
-2.20968E-05,1.09766E-02
-2.20960E-05,-8.55469E-03
-2.20960E-05,2.07422E-02
-2.20952E-05,-2.80859E-02
-2.20952E-05,2.07422E-02
-2.20944E-05,-2.80859E-02
-2.20944E-05,1.09766E-02
-2.20936E-05,1.21094E-03
-2.20936E-05,2.07422E-02
-2.20928E-05,-8.55469E-03
-2.20928E-05,2.07422E-02
-2.20920E-05,-1.83203E-02
-2.20920E-05,1.21094E-03
-2.20912E-05,-1.83203E-02
-2.20912E-05,1.21094E-03
-2.20904E-05,-1.83203E-02
-2.20904E-05,2.07422E-02
-2.20896E-05,-1.83203E-02
-2.20896E-05,2.07422E-02
-2.20888E-05,-1.83203E-02
-2.20888E-05,1.09766E-02
-2.20880E-05,-1.83203E-02
-2.20880E-05,-1.83203E-02
-2.20872E-05,-1.83203E-02
-2.20872E-05,1.21094E-03
-2.20864E-05,-2.80859E-02
-2.20864E-05,1.09766E-02
-2.20856E-05,-2.80859E-02
-2.20856E-05,1.09766E-02
-2.20848E-05,-1.83203E-02
-2.20848E-05,1.21094E-03
-2.20840E-05,-1.83203E-02
-2.20840E-05,1.09766E-02
-2.20832E-05,-3.78516E-02
-2.20832E-05,1.09766E-02
-2.20824E-05,-3.78516E-02
-2.20824E-05,1.21094E-03
-2.20816E-05,-2.80859E-02
-2.20816E-05,2.07422E-02
-2.20808E-05,-2.80859E-02
-2.20808E-05,3.05078E-02
-2.20800E-05,-8.55469E-03
-2.20800E-05,3.05078E-02
-2.20792E-05,-2.80859E-02
-2.20792E-05,-8.55469E-03
-2.20784E-05,-2.80859E-02
-2.20784E-05,1.21094E-03
-2.20776E-05,-1.83203E-02
-2.20776E-05,1.21094E-03
-2.20768E-05,-1.83203E-02
-2.20768E-05,1.21094E-03
-2.20760E-05,-1.83203E-02
-2.20760E-05,1.21094E-03
-2.20752E-05,-1.83203E-02
