time (s),C1 (V)
-5.02E-07,1.18359E-02
-5.02E-07,1.18359E-02
-5.02E-07,2.07031E-03
-5.01E-07,-7.70E-03
-5.01E-07,1.18359E-02
-5.00E-07,1.18359E-02
-5.00E-07,1.18359E-02
-5.00E-07,-7.70E-03
-4.99E-07,3.13672E-02
-4.99E-07,-1.75E-02
-4.98E-07,1.18359E-02
-4.98E-07,-1.75E-02
-4.98E-07,2.16016E-02
-4.97E-07,2.16016E-02
-4.97E-07,2.16016E-02
-4.96E-07,1.18359E-02
-4.96E-07,1.18359E-02
-4.96E-07,-1.75E-02
-4.95E-07,4.11328E-02
-4.95E-07,2.07031E-03
-4.94E-07,2.16016E-02
-4.94E-07,-7.70E-03
-4.94E-07,1.18359E-02
-4.93E-07,2.16016E-02
-4.93E-07,2.16016E-02
-4.92E-07,-1.75E-02
-4.92E-07,-7.70E-03
-4.92E-07,2.07031E-03
-4.91E-07,1.18359E-02
-4.91E-07,-7.70E-03
-4.90E-07,1.18359E-02
-4.90E-07,1.18359E-02
-4.90E-07,3.13672E-02
-4.89E-07,-1.75E-02
-4.89E-07,1.18359E-02
-4.88E-07,-1.75E-02
-4.88E-07,-1.75E-02
-4.88E-07,-7.70E-03
-4.87E-07,-1.75E-02
-4.87E-07,2.16016E-02
-4.86E-07,1.18359E-02
-4.86E-07,-1.75E-02
-4.86E-07,2.07031E-03
-4.85E-07,1.18359E-02
-4.85E-07,2.16016E-02
-4.84E-07,2.16016E-02
-4.84E-07,1.18359E-02
-4.84E-07,4.11328E-02
-4.83E-07,2.16016E-02
-4.83E-07,-7.70E-03
-4.82E-07,1.18359E-02
-4.82E-07,-7.70E-03
-4.82E-07,2.07031E-03
-4.81E-07,2.07031E-03
-4.81E-07,2.07031E-03
-4.80E-07,1.18359E-02
-4.80E-07,3.13672E-02
-4.80E-07,1.18359E-02
-4.79E-07,4.11328E-02
-4.79E-07,2.16016E-02
-4.78E-07,1.18359E-02
-4.78E-07,1.18359E-02
-4.78E-07,1.18359E-02
-4.77E-07,4.11328E-02
-4.77E-07,1.18359E-02
-4.76E-07,2.07031E-03
-4.76E-07,4.11328E-02
-4.76E-07,2.16016E-02
-4.75E-07,-7.70E-03
-4.75E-07,-7.70E-03
-4.74E-07,1.18359E-02
-4.74E-07,-7.70E-03
-4.74E-07,1.18359E-02
-4.73E-07,-7.70E-03
-4.73E-07,2.16016E-02
-4.72E-07,-1.75E-02
-4.72E-07,2.16016E-02
-4.72E-07,2.07031E-03
-4.71E-07,2.16016E-02
-4.71E-07,-7.70E-03
-4.70E-07,2.16016E-02
-4.70E-07,2.07031E-03
-4.70E-07,-7.70E-03
-4.69E-07,2.16016E-02
-4.69E-07,1.18359E-02
-4.68E-07,3.13672E-02
-4.68E-07,2.07031E-03
-4.68E-07,2.16016E-02
-4.67E-07,1.18359E-02
-4.67E-07,1.18359E-02
-4.66E-07,1.18359E-02
-4.66E-07,2.16016E-02
-4.66E-07,2.16016E-02
-4.65E-07,1.18359E-02
-4.65E-07,4.11328E-02
-4.64E-07,4.11328E-02
-4.64E-07,1.18359E-02
-4.64E-07,1.18359E-02
-4.63E-07,2.07031E-03
-4.63E-07,2.07031E-03
-4.62E-07,2.16016E-02
-4.62E-07,2.16016E-02
-4.62E-07,1.18359E-02
-4.61E-07,2.07031E-03
-4.61E-07,1.18359E-02
-4.60E-07,1.18359E-02
-4.60E-07,5.08984E-02
-4.60E-07,2.16016E-02
-4.59E-07,3.13672E-02
-4.59E-07,2.16016E-02
-4.58E-07,1.18359E-02
-4.58E-07,1.18359E-02
-4.58E-07,1.18359E-02
-4.57E-07,1.18359E-02
-4.57E-07,-1.75E-02
-4.56E-07,2.16016E-02
-4.56E-07,2.07031E-03
-4.56E-07,2.07031E-03
-4.55E-07,1.18359E-02
-4.55E-07,4.11328E-02
-4.54E-07,1.18359E-02
-4.54E-07,1.18359E-02
-4.54E-07,2.16016E-02
-4.53E-07,4.11328E-02
-4.53E-07,2.16016E-02
-4.52E-07,4.11328E-02
-4.52E-07,1.18359E-02
-4.52E-07,4.11328E-02
-4.51E-07,3.13672E-02
-4.51E-07,1.18359E-02
-4.50E-07,-2.72E-02
-4.50E-07,-1.75E-02
-4.50E-07,1.18359E-02
-4.49E-07,4.11328E-02
-4.49E-07,-7.70E-03
-4.48E-07,4.11328E-02
-4.48E-07,2.16016E-02
-4.48E-07,-7.70E-03
-4.47E-07,1.18359E-02
-4.47E-07,1.18359E-02
-4.46E-07,2.16016E-02
-4.46E-07,2.07031E-03
-4.46E-07,1.18359E-02
-4.45E-07,1.18359E-02
-4.45E-07,1.18359E-02
-4.44E-07,-1.75E-02
-4.44E-07,5.08984E-02
-4.44E-07,-1.75E-02
-4.43E-07,-2.72E-02
-4.43E-07,2.07031E-03
-4.42E-07,1.18359E-02
-4.42E-07,-1.75E-02
-4.42E-07,2.16016E-02
-4.41E-07,1.18359E-02
-4.41E-07,2.07031E-03
-4.40E-07,1.18359E-02
-4.40E-07,2.07031E-03
-4.40E-07,-7.70E-03
-4.39E-07,2.07031E-03
-4.39E-07,-7.70E-03
-4.38E-07,-7.70E-03
-4.38E-07,-7.70E-03
-4.38E-07,2.07031E-03
-4.37E-07,-7.70E-03
-4.37E-07,-7.70E-03
-4.36E-07,2.07031E-03
-4.36E-07,1.18359E-02
-4.36E-07,-1.75E-02
-4.35E-07,2.07031E-03
-4.35E-07,2.16016E-02
-4.34E-07,-7.70E-03
-4.34E-07,-1.75E-02
-4.34E-07,2.07031E-03
-4.33E-07,6.06641E-02
-4.33E-07,2.07031E-03
-4.32E-07,-7.70E-03
-4.32E-07,1.18359E-02
-4.32E-07,2.07031E-03
-4.31E-07,1.18359E-02
-4.31E-07,2.16016E-02
-4.30E-07,1.18359E-02
-4.30E-07,1.18359E-02
-4.30E-07,1.18359E-02
-4.29E-07,4.11328E-02
-4.29E-07,2.16016E-02
-4.28E-07,1.18359E-02
-4.28E-07,4.11328E-02
-4.28E-07,1.18359E-02
-4.27E-07,2.16016E-02
-4.27E-07,3.13672E-02
-4.26E-07,1.18359E-02
-4.26E-07,2.16016E-02
-4.26E-07,2.16016E-02
-4.25E-07,-7.70E-03
-4.25E-07,4.11328E-02
-4.24E-07,-1.75E-02
-4.24E-07,-7.70E-03
-4.24E-07,1.18359E-02
-4.23E-07,1.18359E-02
-4.23E-07,4.11328E-02
-4.22E-07,3.13672E-02
-4.22E-07,3.13672E-02
-4.22E-07,1.18359E-02
-4.21E-07,1.18359E-02
-4.21E-07,2.16016E-02
-4.20E-07,1.18359E-02
-4.20E-07,4.11328E-02
-4.20E-07,-7.70E-03
-4.19E-07,2.16016E-02
-4.19E-07,2.07031E-03
-4.18E-07,2.07031E-03
-4.18E-07,-2.72E-02
-4.18E-07,4.11328E-02
-4.17E-07,-2.72E-02
-4.17E-07,1.18359E-02
-4.16E-07,2.16016E-02
-4.16E-07,-7.70E-03
-4.16E-07,2.16016E-02
-4.15E-07,1.18359E-02
-4.15E-07,2.07031E-03
-4.14E-07,3.13672E-02
-4.14E-07,-7.70E-03
-4.14E-07,4.11328E-02
-4.13E-07,1.18359E-02
-4.13E-07,-7.70E-03
-4.12E-07,1.18359E-02
-4.12E-07,2.07031E-03
-4.12E-07,1.18359E-02
-4.11E-07,1.18359E-02
-4.11E-07,-1.75E-02
-4.10E-07,2.16016E-02
-4.10E-07,-1.75E-02
-4.10E-07,3.13672E-02
-4.09E-07,1.18359E-02
-4.09E-07,1.18359E-02
-4.08E-07,1.18359E-02
-4.08E-07,4.11328E-02
-4.08E-07,2.07031E-03
-4.07E-07,1.18359E-02
-4.07E-07,3.13672E-02
-4.06E-07,2.16016E-02
-4.06E-07,2.16016E-02
-4.06E-07,4.11328E-02
-4.05E-07,2.16016E-02
-4.05E-07,-1.75E-02
-4.04E-07,-7.70E-03
-4.04E-07,2.16016E-02
-4.04E-07,2.16016E-02
-4.03E-07,1.18359E-02
-4.03E-07,1.18359E-02
-4.02E-07,1.18359E-02
-4.02E-07,-7.70E-03
-4.02E-07,-7.70E-03
-4.01E-07,1.18359E-02
-4.01E-07,2.07031E-03
-4.00E-07,2.16016E-02
-4.00E-07,-7.70E-03
-4.00E-07,4.11328E-02
-3.99E-07,2.07031E-03
-3.99E-07,2.16016E-02
-3.98E-07,1.18359E-02
-3.98E-07,4.11328E-02
-3.98E-07,-7.70E-03
-3.97E-07,-7.70E-03
-3.97E-07,1.18359E-02
-3.96E-07,-7.70E-03
-3.96E-07,2.07031E-03
-3.96E-07,2.07031E-03
-3.95E-07,1.18359E-02
-3.95E-07,1.18359E-02
-3.94E-07,1.18359E-02
-3.94E-07,-1.75E-02
-3.94E-07,2.16016E-02
-3.93E-07,-1.75E-02
-3.93E-07,2.07031E-03
-3.92E-07,2.07031E-03
-3.92E-07,2.16016E-02
-3.92E-07,4.11328E-02
-3.91E-07,1.18359E-02
-3.91E-07,2.16016E-02
-3.90E-07,1.18359E-02
-3.90E-07,-1.75E-02
-3.90E-07,-7.70E-03
-3.89E-07,-1.75E-02
-3.89E-07,4.11328E-02
-3.88E-07,1.18359E-02
-3.88E-07,1.18359E-02
-3.88E-07,1.18359E-02
-3.87E-07,1.18359E-02
-3.87E-07,-7.70E-03
-3.86E-07,1.18359E-02
-3.86E-07,2.07031E-03
-3.86E-07,2.07031E-03
-3.85E-07,-7.70E-03
-3.85E-07,1.18359E-02
-3.84E-07,1.18359E-02
-3.84E-07,-7.70E-03
-3.84E-07,-7.70E-03
-3.83E-07,-7.70E-03
-3.83E-07,-7.70E-03
-3.82E-07,3.13672E-02
-3.82E-07,3.13672E-02
-3.82E-07,1.18359E-02
-3.81E-07,-7.70E-03
-3.81E-07,1.18359E-02
-3.80E-07,3.13672E-02
-3.80E-07,-7.70E-03
-3.80E-07,2.07031E-03
-3.79E-07,1.18359E-02
-3.79E-07,-1.75E-02
-3.78E-07,2.16016E-02
-3.78E-07,1.18359E-02
-3.78E-07,1.18359E-02
-3.77E-07,2.16016E-02
-3.77E-07,1.18359E-02
-3.76E-07,-7.70E-03
-3.76E-07,2.16016E-02
-3.76E-07,1.18359E-02
-3.75E-07,1.18359E-02
-3.75E-07,2.16016E-02
-3.74E-07,2.16016E-02
-3.74E-07,1.18359E-02
-3.74E-07,1.18359E-02
-3.73E-07,2.07031E-03
-3.73E-07,2.07031E-03
-3.72E-07,1.18359E-02
-3.72E-07,1.18359E-02
-3.72E-07,3.13672E-02
-3.71E-07,4.11328E-02
-3.71E-07,3.13672E-02
-3.70E-07,2.07031E-03
-3.70E-07,2.07031E-03
-3.70E-07,1.18359E-02
-3.69E-07,2.07031E-03
-3.69E-07,2.07031E-03
-3.68E-07,2.16016E-02
-3.68E-07,2.16016E-02
-3.68E-07,1.18359E-02
-3.67E-07,1.18359E-02
-3.67E-07,1.18359E-02
-3.66E-07,1.18359E-02
-3.66E-07,2.07031E-03
-3.66E-07,-7.70E-03
-3.65E-07,3.13672E-02
-3.65E-07,3.13672E-02
-3.64E-07,-7.70E-03
-3.64E-07,-7.70E-03
-3.64E-07,-7.70E-03
-3.63E-07,-1.75E-02
-3.63E-07,2.07031E-03
-3.62E-07,2.07031E-03
-3.62E-07,1.18359E-02
-3.62E-07,-7.70E-03
-3.61E-07,-1.75E-02
-3.61E-07,2.16016E-02
-3.60E-07,2.07031E-03
-3.60E-07,2.07031E-03
-3.60E-07,-1.75E-02
-3.59E-07,2.07031E-03
-3.59E-07,2.07031E-03
-3.58E-07,5.08984E-02
-3.58E-07,1.18359E-02
-3.58E-07,1.18359E-02
-3.57E-07,4.11328E-02
-3.57E-07,5.08984E-02
-3.56E-07,1.18359E-02
-3.56E-07,1.18359E-02
-3.56E-07,2.16016E-02
-3.55E-07,2.07031E-03
-3.55E-07,2.07031E-03
-3.54E-07,-7.70E-03
-3.54E-07,2.07031E-03
-3.54E-07,2.16016E-02
-3.53E-07,-7.70E-03
-3.53E-07,1.18359E-02
-3.52E-07,-1.75E-02
-3.52E-07,1.18359E-02
-3.52E-07,3.13672E-02
-3.51E-07,1.18359E-02
-3.51E-07,-3.70E-02
-3.50E-07,1.18359E-02
-3.50E-07,1.18359E-02
-3.50E-07,-7.70E-03
-3.49E-07,4.11328E-02
-3.49E-07,2.16016E-02
-3.48E-07,2.16016E-02
-3.48E-07,1.18359E-02
-3.48E-07,2.16016E-02
-3.47E-07,1.18359E-02
-3.47E-07,2.16016E-02
-3.46E-07,2.07031E-03
-3.46E-07,-1.75E-02
-3.46E-07,1.18359E-02
-3.45E-07,-1.75E-02
-3.45E-07,4.11328E-02
-3.44E-07,-2.72E-02
-3.44E-07,-7.70E-03
-3.44E-07,2.16016E-02
-3.43E-07,3.13672E-02
-3.43E-07,3.13672E-02
-3.42E-07,2.16016E-02
-3.42E-07,-1.75E-02
-3.42E-07,2.16016E-02
-3.41E-07,-1.75E-02
-3.41E-07,2.07031E-03
-3.40E-07,1.18359E-02
-3.40E-07,-3.70E-02
-3.40E-07,1.18359E-02
-3.39E-07,3.13672E-02
-3.39E-07,1.18359E-02
-3.38E-07,1.18359E-02
-3.38E-07,1.18359E-02
-3.38E-07,1.18359E-02
-3.37E-07,2.07031E-03
-3.37E-07,1.18359E-02
-3.36E-07,1.18359E-02
-3.36E-07,3.13672E-02
-3.36E-07,3.13672E-02
-3.35E-07,-7.70E-03
-3.35E-07,-7.70E-03
-3.34E-07,-7.70E-03
-3.34E-07,-7.70E-03
-3.34E-07,2.07031E-03
-3.33E-07,2.16016E-02
-3.33E-07,1.18359E-02
-3.32E-07,1.18359E-02
-3.32E-07,2.16016E-02
-3.32E-07,1.18359E-02
-3.31E-07,2.16016E-02
-3.31E-07,3.13672E-02
-3.30E-07,3.13672E-02
-3.30E-07,-7.70E-03
-3.30E-07,2.07031E-03
-3.29E-07,-7.70E-03
-3.29E-07,-7.70E-03
-3.28E-07,-1.75E-02
-3.28E-07,1.18359E-02
-3.28E-07,-1.75E-02
-3.27E-07,2.07031E-03
-3.27E-07,2.07031E-03
-3.26E-07,1.18359E-02
-3.26E-07,2.16016E-02
-3.26E-07,-7.70E-03
-3.25E-07,1.18359E-02
-3.25E-07,1.18359E-02
-3.24E-07,1.18359E-02
-3.24E-07,1.18359E-02
-3.24E-07,5.08984E-02
-3.23E-07,1.18359E-02
-3.23E-07,-7.70E-03
-3.22E-07,2.07031E-03
-3.22E-07,2.16016E-02
-3.22E-07,1.18359E-02
-3.21E-07,-7.70E-03
-3.21E-07,1.18359E-02
-3.20E-07,1.18359E-02
-3.20E-07,1.18359E-02
-3.20E-07,-1.75E-02
-3.19E-07,-7.70E-03
-3.19E-07,-1.75E-02
-3.18E-07,1.18359E-02
-3.18E-07,-1.75E-02
-3.18E-07,1.18359E-02
-3.17E-07,2.07031E-03
-3.17E-07,-1.75E-02
-3.16E-07,2.07031E-03
-3.16E-07,1.18359E-02
-3.16E-07,-7.70E-03
-3.15E-07,-7.70E-03
-3.15E-07,-2.72E-02
-3.14E-07,-7.70E-03
-3.14E-07,-7.70E-03
-3.14E-07,3.13672E-02
-3.13E-07,1.18359E-02
-3.13E-07,1.18359E-02
-3.12E-07,1.18359E-02
-3.12E-07,-7.70E-03
-3.12E-07,1.18359E-02
-3.11E-07,-1.75E-02
-3.11E-07,2.07031E-03
-3.10E-07,1.18359E-02
-3.10E-07,-1.75E-02
-3.10E-07,1.18359E-02
-3.09E-07,-1.75E-02
-3.09E-07,3.13672E-02
-3.08E-07,1.18359E-02
-3.08E-07,1.18359E-02
-3.08E-07,2.07031E-03
-3.07E-07,4.11328E-02
-3.07E-07,2.07031E-03
-3.06E-07,2.16016E-02
-3.06E-07,2.07031E-03
-3.06E-07,2.07031E-03
-3.05E-07,2.07031E-03
-3.05E-07,1.18359E-02
-3.04E-07,1.18359E-02
-3.04E-07,3.13672E-02
-3.04E-07,2.07031E-03
-3.03E-07,3.13672E-02
-3.03E-07,1.18359E-02
-3.02E-07,-1.75E-02
-3.02E-07,1.18359E-02
-3.02E-07,-7.70E-03
-3.01E-07,2.07031E-03
-3.01E-07,2.07031E-03
-3.00E-07,3.13672E-02
-3.00E-07,2.07031E-03
-3.00E-07,2.07031E-03
-2.99E-07,3.13672E-02
-2.99E-07,2.16016E-02
-2.98E-07,-1.75E-02
-2.98E-07,1.18359E-02
-2.98E-07,3.13672E-02
-2.97E-07,1.18359E-02
-2.97E-07,1.18359E-02
-2.96E-07,2.07031E-03
-2.96E-07,2.16016E-02
-2.96E-07,-2.72E-02
-2.95E-07,2.07031E-03
-2.95E-07,-7.70E-03
-2.94E-07,3.13672E-02
-2.94E-07,-7.70E-03
-2.94E-07,-7.70E-03
-2.93E-07,2.16016E-02
-2.93E-07,2.16016E-02
-2.92E-07,1.18359E-02
-2.92E-07,-7.70E-03
-2.92E-07,1.18359E-02
-2.91E-07,1.18359E-02
-2.91E-07,-1.75E-02
-2.90E-07,-7.70E-03
-2.90E-07,2.07031E-03
-2.90E-07,2.07031E-03
-2.89E-07,2.07031E-03
-2.89E-07,1.18359E-02
-2.88E-07,2.16016E-02
-2.88E-07,3.13672E-02
-2.88E-07,-1.75E-02
-2.87E-07,2.16016E-02
-2.87E-07,2.07031E-03
-2.86E-07,3.13672E-02
-2.86E-07,2.07031E-03
-2.86E-07,2.16016E-02
-2.85E-07,2.07031E-03
-2.85E-07,-7.70E-03
-2.84E-07,1.18359E-02
-2.84E-07,-3.70E-02
-2.84E-07,2.07031E-03
-2.83E-07,-1.75E-02
-2.83E-07,2.07031E-03
-2.82E-07,1.18359E-02
-2.82E-07,1.18359E-02
-2.82E-07,5.08984E-02
-2.81E-07,1.18359E-02
-2.81E-07,1.18359E-02
-2.80E-07,4.11328E-02
-2.80E-07,6.06641E-02
-2.80E-07,3.13672E-02
-2.79E-07,3.13672E-02
-2.79E-07,1.18359E-02
-2.78E-07,2.16016E-02
-2.78E-07,-1.75E-02
-2.78E-07,2.07031E-03
-2.77E-07,2.16016E-02
-2.77E-07,1.18359E-02
-2.76E-07,2.07031E-03
-2.76E-07,1.18359E-02
-2.76E-07,1.18359E-02
-2.75E-07,1.18359E-02
-2.75E-07,1.18359E-02
-2.74E-07,-1.75E-02
-2.74E-07,-7.70E-03
-2.74E-07,-1.75E-02
-2.73E-07,-7.70E-03
-2.73E-07,3.13672E-02
-2.72E-07,-2.72E-02
-2.72E-07,-2.72E-02
-2.72E-07,-2.72E-02
-2.71E-07,-1.75E-02
-2.71E-07,1.18359E-02
-2.70E-07,2.16016E-02
-2.70E-07,2.07031E-03
-2.70E-07,-1.75E-02
-2.69E-07,-1.75E-02
-2.69E-07,1.18359E-02
-2.68E-07,-7.70E-03
-2.68E-07,-7.70E-03
-2.68E-07,2.16016E-02
-2.67E-07,3.13672E-02
-2.67E-07,1.18359E-02
-2.66E-07,1.18359E-02
-2.66E-07,2.07031E-03
-2.66E-07,2.07031E-03
-2.65E-07,1.18359E-02
-2.65E-07,1.18359E-02
-2.64E-07,-7.70E-03
-2.64E-07,-7.70E-03
-2.64E-07,2.07031E-03
-2.63E-07,3.13672E-02
-2.63E-07,2.07031E-03
-2.62E-07,2.16016E-02
-2.62E-07,2.07031E-03
-2.62E-07,2.16016E-02
-2.61E-07,3.13672E-02
-2.61E-07,2.16016E-02
-2.60E-07,2.07031E-03
-2.60E-07,-7.70E-03
-2.60E-07,1.18359E-02
-2.59E-07,1.18359E-02
-2.59E-07,-1.75E-02
-2.58E-07,3.13672E-02
-2.58E-07,2.16016E-02
-2.58E-07,2.16016E-02
-2.57E-07,2.07031E-03
-2.57E-07,3.13672E-02
-2.56E-07,2.07031E-03
-2.56E-07,2.16016E-02
-2.56E-07,1.18359E-02
-2.55E-07,-7.70E-03
-2.55E-07,2.07031E-03
-2.54E-07,1.18359E-02
-2.54E-07,2.16016E-02
-2.54E-07,4.11328E-02
-2.53E-07,1.18359E-02
-2.53E-07,-3.70E-02
-2.52E-07,1.18359E-02
-2.52E-07,1.18359E-02
-2.52E-07,1.18359E-02
-2.51E-07,2.16016E-02
-2.51E-07,2.16016E-02
-2.50E-07,1.18359E-02
-2.50E-07,3.13672E-02
-2.50E-07,1.18359E-02
-2.49E-07,1.18359E-02
-2.49E-07,2.07031E-03
-2.48E-07,-7.70E-03
-2.48E-07,2.16016E-02
-2.48E-07,1.18359E-02
-2.47E-07,4.11328E-02
-2.47E-07,-1.75E-02
-2.46E-07,1.18359E-02
-2.46E-07,1.18359E-02
-2.46E-07,2.07031E-03
-2.45E-07,-1.75E-02
-2.45E-07,3.13672E-02
-2.44E-07,-7.70E-03
-2.44E-07,1.18359E-02
-2.44E-07,4.11328E-02
-2.43E-07,2.07031E-03
-2.43E-07,2.16016E-02
-2.42E-07,3.13672E-02
-2.42E-07,2.16016E-02
-2.42E-07,2.16016E-02
-2.41E-07,1.18359E-02
-2.41E-07,1.18359E-02
-2.40E-07,4.11328E-02
-2.40E-07,2.16016E-02
-2.40E-07,1.18359E-02
-2.39E-07,1.18359E-02
-2.39E-07,-7.70E-03
-2.38E-07,3.13672E-02
-2.38E-07,1.18359E-02
-2.38E-07,-1.75E-02
-2.37E-07,4.11328E-02
-2.37E-07,1.18359E-02
-2.36E-07,2.16016E-02
-2.36E-07,-1.75E-02
-2.36E-07,2.07031E-03
-2.35E-07,-7.70E-03
-2.35E-07,4.11328E-02
-2.34E-07,1.18359E-02
-2.34E-07,1.18359E-02
-2.34E-07,1.18359E-02
-2.33E-07,2.07031E-03
-2.33E-07,1.18359E-02
-2.32E-07,3.13672E-02
-2.32E-07,1.18359E-02
-2.32E-07,2.16016E-02
-2.31E-07,-7.70E-03
-2.31E-07,2.16016E-02
-2.30E-07,2.07031E-03
-2.30E-07,1.18359E-02
-2.30E-07,-7.70E-03
-2.29E-07,3.13672E-02
-2.29E-07,-1.75E-02
-2.28E-07,2.16016E-02
-2.28E-07,4.11328E-02
-2.28E-07,2.16016E-02
-2.27E-07,2.16016E-02
-2.27E-07,2.16016E-02
-2.26E-07,3.13672E-02
-2.26E-07,2.16016E-02
-2.26E-07,-7.70E-03
-2.25E-07,-7.70E-03
-2.25E-07,-7.70E-03
-2.24E-07,1.18359E-02
-2.24E-07,1.18359E-02
-2.24E-07,-2.72E-02
-2.23E-07,3.13672E-02
-2.23E-07,2.07031E-03
-2.22E-07,3.13672E-02
-2.22E-07,1.18359E-02
-2.22E-07,2.16016E-02
-2.21E-07,-7.70E-03
-2.21E-07,-1.75E-02
-2.20E-07,3.13672E-02
-2.20E-07,1.18359E-02
-2.20E-07,-1.75E-02
-2.19E-07,-1.75E-02
-2.19E-07,5.08984E-02
-2.18E-07,-7.70E-03
-2.18E-07,2.07031E-03
-2.18E-07,1.18359E-02
-2.17E-07,-7.70E-03
-2.17E-07,2.16016E-02
-2.16E-07,-1.75E-02
-2.16E-07,2.07031E-03
-2.16E-07,1.18359E-02
-2.15E-07,2.16016E-02
-2.15E-07,-1.75E-02
-2.14E-07,2.16016E-02
-2.14E-07,-1.75E-02
-2.14E-07,2.07031E-03
-2.13E-07,1.18359E-02
-2.13E-07,1.18359E-02
-2.12E-07,1.18359E-02
-2.12E-07,1.18359E-02
-2.12E-07,2.07031E-03
-2.11E-07,1.18359E-02
-2.11E-07,1.18359E-02
-2.10E-07,2.07031E-03
-2.10E-07,2.16016E-02
-2.10E-07,2.16016E-02
-2.09E-07,2.07031E-03
-2.09E-07,-4.68E-02
-2.08E-07,2.16016E-02
-2.08E-07,-1.75E-02
-2.08E-07,-7.70E-03
-2.07E-07,-3.70E-02
-2.07E-07,-7.70E-03
-2.06E-07,2.16016E-02
-2.06E-07,-7.70E-03
-2.06E-07,1.18359E-02
-2.05E-07,2.16016E-02
-2.05E-07,-7.70E-03
-2.04E-07,1.18359E-02
-2.04E-07,-1.75E-02
-2.04E-07,-1.75E-02
-2.03E-07,-7.70E-03
-2.03E-07,1.18359E-02
-2.02E-07,2.16016E-02
-2.02E-07,1.18359E-02
-2.02E-07,2.07031E-03
-2.01E-07,1.18359E-02
-2.01E-07,2.07031E-03
-2.00E-07,-1.75E-02
-2.00E-07,-7.70E-03
-2.00E-07,1.18359E-02
-1.99E-07,4.11328E-02
-1.99E-07,2.07031E-03
-1.98E-07,1.18359E-02
-1.98E-07,3.13672E-02
-1.98E-07,1.18359E-02
-1.97E-07,-3.70E-02
-1.97E-07,1.18359E-02
-1.96E-07,1.18359E-02
-1.96E-07,2.16016E-02
-1.96E-07,1.18359E-02
-1.95E-07,2.16016E-02
-1.95E-07,3.13672E-02
-1.94E-07,2.16016E-02
-1.94E-07,2.16016E-02
-1.94E-07,4.11328E-02
-1.93E-07,-7.70E-03
-1.93E-07,-1.75E-02
-1.92E-07,-1.75E-02
-1.92E-07,2.16016E-02
-1.92E-07,3.13672E-02
-1.91E-07,4.11328E-02
-1.91E-07,1.18359E-02
-1.90E-07,2.16016E-02
-1.90E-07,-1.75E-02
-1.90E-07,1.18359E-02
-1.89E-07,5.08984E-02
-1.89E-07,2.07031E-03
-1.88E-07,1.18359E-02
-1.88E-07,2.07031E-03
-1.88E-07,-7.70E-03
-1.87E-07,1.18359E-02
-1.87E-07,-1.75E-02
-1.86E-07,2.07031E-03
-1.86E-07,-7.70E-03
-1.86E-07,2.07031E-03
-1.85E-07,2.07031E-03
-1.85E-07,2.07031E-03
-1.84E-07,-1.75E-02
-1.84E-07,2.16016E-02
-1.84E-07,1.18359E-02
-1.83E-07,2.07031E-03
-1.83E-07,2.16016E-02
-1.82E-07,2.16016E-02
-1.82E-07,1.18359E-02
-1.82E-07,-2.72E-02
-1.81E-07,2.16016E-02
-1.81E-07,-1.75E-02
-1.80E-07,1.18359E-02
-1.80E-07,-7.70E-03
-1.80E-07,1.18359E-02
-1.79E-07,1.18359E-02
-1.79E-07,1.18359E-02
-1.78E-07,1.18359E-02
-1.78E-07,2.07031E-03
-1.78E-07,-7.70E-03
-1.77E-07,2.16016E-02
-1.77E-07,2.07031E-03
-1.76E-07,1.18359E-02
-1.76E-07,2.16016E-02
-1.76E-07,2.07031E-03
-1.75E-07,-7.70E-03
-1.75E-07,4.11328E-02
-1.74E-07,2.16016E-02
-1.74E-07,1.18359E-02
-1.74E-07,4.11328E-02
-1.73E-07,5.08984E-02
-1.73E-07,2.16016E-02
-1.72E-07,1.18359E-02
-1.72E-07,3.13672E-02
-1.72E-07,-2.72E-02
-1.71E-07,1.18359E-02
-1.71E-07,-7.70E-03
-1.70E-07,3.13672E-02
-1.70E-07,-7.70E-03
-1.70E-07,1.18359E-02
-1.69E-07,-7.70E-03
-1.69E-07,2.07031E-03
-1.68E-07,1.18359E-02
-1.68E-07,-7.70E-03
-1.68E-07,4.11328E-02
-1.67E-07,2.07031E-03
-1.67E-07,1.18359E-02
-1.66E-07,1.18359E-02
-1.66E-07,2.07031E-03
-1.66E-07,2.16016E-02
-1.65E-07,2.07031E-03
-1.65E-07,5.08984E-02
-1.64E-07,4.11328E-02
-1.64E-07,1.18359E-02
-1.64E-07,2.16016E-02
-1.63E-07,2.16016E-02
-1.63E-07,1.18359E-02
-1.62E-07,3.13672E-02
-1.62E-07,2.16016E-02
-1.62E-07,2.16016E-02
-1.61E-07,-2.72E-02
-1.61E-07,2.16016E-02
-1.60E-07,-1.75E-02
-1.60E-07,-7.70E-03
-1.60E-07,1.18359E-02
-1.59E-07,2.07031E-03
-1.59E-07,1.18359E-02
-1.58E-07,-7.70E-03
-1.58E-07,2.07031E-03
-1.58E-07,1.18359E-02
-1.57E-07,2.07031E-03
-1.57E-07,2.16016E-02
-1.56E-07,-1.75E-02
-1.56E-07,2.07031E-03
-1.56E-07,2.07031E-03
-1.55E-07,2.16016E-02
-1.55E-07,-7.70E-03
-1.54E-07,2.07031E-03
-1.54E-07,-7.70E-03
-1.54E-07,1.18359E-02
-1.53E-07,-7.70E-03
