time (s),C1 (V)
-8.52E-07,2.07031E-03
-8.52E-07,-7.70E-03
-8.51E-07,1.18359E-02
-8.51E-07,2.16016E-02
-8.50E-07,1.18359E-02
-8.50E-07,2.16016E-02
-8.50E-07,3.13672E-02
-8.49E-07,3.13672E-02
-8.49E-07,2.07031E-03
-8.48E-07,1.18359E-02
-8.48E-07,4.11328E-02
-8.48E-07,-7.70E-03
-8.47E-07,-7.70E-03
-8.47E-07,2.16016E-02
-8.46E-07,-7.70E-03
-8.46E-07,2.16016E-02
-8.46E-07,-1.75E-02
-8.45E-07,2.16016E-02
-8.45E-07,1.18359E-02
-8.44E-07,1.18359E-02
-8.44E-07,2.16016E-02
-8.44E-07,1.18359E-02
-8.43E-07,-7.70E-03
-8.43E-07,2.16016E-02
-8.42E-07,-7.70E-03
-8.42E-07,1.18359E-02
-8.42E-07,-7.70E-03
-8.41E-07,-7.70E-03
-8.41E-07,-7.70E-03
-8.40E-07,1.18359E-02
-8.40E-07,4.11328E-02
-8.40E-07,-1.75E-02
-8.39E-07,-7.70E-03
-8.39E-07,-1.75E-02
-8.38E-07,2.16016E-02
-8.38E-07,2.07031E-03
-8.38E-07,1.18359E-02
-8.37E-07,2.07031E-03
-8.37E-07,3.13672E-02
-8.36E-07,3.13672E-02
-8.36E-07,2.16016E-02
-8.36E-07,2.16016E-02
-8.35E-07,4.11328E-02
-8.35E-07,3.13672E-02
-8.34E-07,2.16016E-02
-8.34E-07,1.18359E-02
-8.34E-07,3.13672E-02
-8.33E-07,1.18359E-02
-8.33E-07,-2.72E-02
-8.32E-07,-7.70E-03
-8.32E-07,2.07031E-03
-8.32E-07,1.18359E-02
-8.31E-07,2.16016E-02
-8.31E-07,2.16016E-02
-8.30E-07,2.16016E-02
-8.30E-07,2.16016E-02
-8.30E-07,-1.75E-02
-8.29E-07,-1.75E-02
-8.29E-07,-1.75E-02
-8.28E-07,3.13672E-02
-8.28E-07,2.07031E-03
-8.28E-07,-1.75E-02
-8.27E-07,-7.70E-03
-8.27E-07,1.18359E-02
-8.26E-07,2.07031E-03
-8.26E-07,2.16016E-02
-8.26E-07,2.07031E-03
-8.25E-07,1.18359E-02
-8.25E-07,3.13672E-02
-8.24E-07,-1.75E-02
-8.24E-07,2.16016E-02
-8.24E-07,1.18359E-02
-8.23E-07,1.18359E-02
-8.23E-07,2.07031E-03
-8.22E-07,2.07031E-03
-8.22E-07,2.16016E-02
-8.22E-07,1.18359E-02
-8.21E-07,-7.70E-03
-8.21E-07,-1.75E-02
-8.20E-07,-2.72E-02
-8.20E-07,2.07031E-03
-8.20E-07,-7.70E-03
-8.19E-07,2.07031E-03
-8.19E-07,2.07031E-03
-8.18E-07,-7.70E-03
-8.18E-07,-7.70E-03
-8.18E-07,2.07031E-03
-8.17E-07,1.18359E-02
-8.17E-07,2.16016E-02
-8.16E-07,-7.70E-03
-8.16E-07,2.16016E-02
-8.16E-07,2.07031E-03
-8.15E-07,-7.70E-03
-8.15E-07,-7.70E-03
-8.14E-07,1.18359E-02
-8.14E-07,2.07031E-03
-8.14E-07,2.16016E-02
-8.13E-07,-1.75E-02
-8.13E-07,5.08984E-02
-8.12E-07,-1.75E-02
-8.12E-07,1.18359E-02
-8.12E-07,2.16016E-02
-8.11E-07,-7.70E-03
-8.11E-07,1.18359E-02
-8.10E-07,1.18359E-02
-8.10E-07,1.18359E-02
-8.10E-07,2.07031E-03
-8.09E-07,-7.70E-03
-8.09E-07,-7.70E-03
-8.08E-07,1.18359E-02
-8.08E-07,-1.75E-02
-8.08E-07,-7.70E-03
-8.07E-07,1.18359E-02
-8.07E-07,-7.70E-03
-8.06E-07,1.18359E-02
-8.06E-07,1.18359E-02
-8.06E-07,2.07031E-03
-8.05E-07,2.16016E-02
-8.05E-07,5.08984E-02
-8.04E-07,1.18359E-02
-8.04E-07,4.11328E-02
-8.04E-07,1.18359E-02
-8.03E-07,1.18359E-02
-8.03E-07,2.07031E-03
-8.02E-07,1.18359E-02
-8.02E-07,2.07031E-03
-8.02E-07,-7.70E-03
-8.01E-07,1.18359E-02
-8.01E-07,-1.75E-02
-8.00E-07,-1.75E-02
-8.00E-07,-7.70E-03
-8.00E-07,2.16016E-02
-7.99E-07,2.07031E-03
-7.99E-07,1.18359E-02
-7.98E-07,-7.70E-03
-7.98E-07,2.07031E-03
-7.98E-07,2.07031E-03
-7.97E-07,2.16016E-02
-7.97E-07,2.16016E-02
-7.96E-07,2.16016E-02
-7.96E-07,2.07031E-03
-7.96E-07,1.18359E-02
-7.95E-07,2.07031E-03
-7.95E-07,1.18359E-02
-7.94E-07,1.18359E-02
-7.94E-07,2.07031E-03
-7.94E-07,1.18359E-02
-7.93E-07,1.18359E-02
-7.93E-07,-7.70E-03
-7.92E-07,1.18359E-02
-7.92E-07,2.07031E-03
-7.92E-07,2.16016E-02
-7.91E-07,4.11328E-02
-7.91E-07,2.16016E-02
-7.90E-07,2.16016E-02
-7.90E-07,-7.70E-03
-7.90E-07,1.18359E-02
-7.89E-07,3.13672E-02
-7.89E-07,4.11328E-02
-7.88E-07,1.18359E-02
-7.88E-07,-1.75E-02
-7.88E-07,2.07031E-03
-7.87E-07,1.18359E-02
-7.87E-07,2.16016E-02
-7.86E-07,1.18359E-02
-7.86E-07,3.13672E-02
-7.86E-07,2.16016E-02
-7.85E-07,2.07031E-03
-7.85E-07,4.11328E-02
-7.84E-07,1.18359E-02
-7.84E-07,1.18359E-02
-7.84E-07,-1.75E-02
-7.83E-07,-2.72E-02
-7.83E-07,-7.70E-03
-7.82E-07,1.18359E-02
-7.82E-07,-7.70E-03
-7.82E-07,-7.70E-03
-7.81E-07,1.18359E-02
-7.81E-07,1.18359E-02
-7.80E-07,1.18359E-02
-7.80E-07,1.18359E-02
-7.80E-07,-1.75E-02
-7.79E-07,2.16016E-02
-7.79E-07,2.07031E-03
-7.78E-07,-7.70E-03
-7.78E-07,1.18359E-02
-7.78E-07,2.16016E-02
-7.77E-07,2.16016E-02
-7.77E-07,4.11328E-02
-7.76E-07,1.18359E-02
-7.76E-07,4.11328E-02
-7.76E-07,3.13672E-02
-7.75E-07,3.13672E-02
-7.75E-07,1.18359E-02
-7.74E-07,2.16016E-02
-7.74E-07,2.07031E-03
-7.74E-07,3.13672E-02
-7.73E-07,1.18359E-02
-7.73E-07,3.13672E-02
-7.72E-07,2.07031E-03
-7.72E-07,4.11328E-02
-7.72E-07,2.16016E-02
-7.71E-07,3.13672E-02
-7.71E-07,2.07031E-03
-7.70E-07,-1.75E-02
-7.70E-07,2.16016E-02
-7.70E-07,2.07031E-03
-7.69E-07,-7.70E-03
-7.69E-07,1.18359E-02
-7.68E-07,2.07031E-03
-7.68E-07,2.16016E-02
-7.68E-07,1.18359E-02
-7.67E-07,1.18359E-02
-7.67E-07,2.16016E-02
-7.66E-07,1.18359E-02
-7.66E-07,1.18359E-02
-7.66E-07,-7.70E-03
-7.65E-07,1.18359E-02
-7.65E-07,3.13672E-02
-7.64E-07,2.16016E-02
-7.64E-07,2.07031E-03
-7.64E-07,1.18359E-02
-7.63E-07,2.16016E-02
-7.63E-07,-7.70E-03
-7.62E-07,1.18359E-02
-7.62E-07,1.18359E-02
-7.62E-07,1.18359E-02
-7.61E-07,-7.70E-03
-7.61E-07,2.16016E-02
-7.60E-07,4.11328E-02
-7.60E-07,2.16016E-02
-7.60E-07,2.16016E-02
-7.59E-07,2.16016E-02
-7.59E-07,3.13672E-02
-7.58E-07,2.16016E-02
-7.58E-07,-3.70E-02
-7.58E-07,1.18359E-02
-7.57E-07,-7.70E-03
-7.57E-07,1.18359E-02
-7.56E-07,-1.75E-02
-7.56E-07,1.18359E-02
-7.56E-07,-7.70E-03
-7.55E-07,1.18359E-02
-7.55E-07,1.18359E-02
-7.54E-07,2.16016E-02
-7.54E-07,2.16016E-02
-7.54E-07,2.07031E-03
-7.53E-07,2.16016E-02
-7.53E-07,-1.75E-02
-7.52E-07,2.07031E-03
-7.52E-07,1.18359E-02
-7.52E-07,-7.70E-03
-7.51E-07,1.18359E-02
-7.51E-07,-1.75E-02
-7.50E-07,1.18359E-02
-7.50E-07,1.18359E-02
-7.50E-07,-7.70E-03
-7.49E-07,-1.75E-02
-7.49E-07,3.13672E-02
-7.48E-07,2.16016E-02
-7.48E-07,1.18359E-02
-7.48E-07,2.07031E-03
-7.47E-07,2.16016E-02
-7.47E-07,1.18359E-02
-7.46E-07,-1.75E-02
-7.46E-07,1.18359E-02
-7.46E-07,-1.75E-02
-7.45E-07,-7.70E-03
-7.45E-07,2.07031E-03
-7.44E-07,2.07031E-03
-7.44E-07,-7.70E-03
-7.44E-07,-7.70E-03
-7.43E-07,2.07031E-03
-7.43E-07,-7.70E-03
-7.42E-07,2.07031E-03
-7.42E-07,1.18359E-02
-7.42E-07,2.07031E-03
-7.41E-07,-7.70E-03
-7.41E-07,5.08984E-02
-7.40E-07,2.07031E-03
-7.40E-07,2.07031E-03
-7.40E-07,-2.72E-02
-7.39E-07,2.16016E-02
-7.39E-07,1.18359E-02
-7.38E-07,1.18359E-02
-7.38E-07,1.18359E-02
-7.38E-07,2.16016E-02
-7.37E-07,1.18359E-02
-7.37E-07,5.08984E-02
-7.36E-07,2.16016E-02
-7.36E-07,2.16016E-02
-7.36E-07,2.16016E-02
-7.35E-07,-7.70E-03
-7.35E-07,2.16016E-02
-7.34E-07,4.11328E-02
-7.34E-07,3.13672E-02
-7.34E-07,4.11328E-02
-7.33E-07,1.18359E-02
-7.33E-07,3.13672E-02
-7.32E-07,4.11328E-02
-7.32E-07,2.07031E-03
-7.32E-07,1.18359E-02
-7.31E-07,1.18359E-02
-7.31E-07,-7.70E-03
-7.30E-07,-1.75E-02
-7.30E-07,2.16016E-02
-7.30E-07,1.18359E-02
-7.29E-07,1.18359E-02
-7.29E-07,1.18359E-02
-7.28E-07,1.18359E-02
-7.28E-07,1.18359E-02
-7.28E-07,2.16016E-02
-7.27E-07,-7.70E-03
-7.27E-07,4.11328E-02
-7.26E-07,-2.72E-02
-7.26E-07,1.18359E-02
-7.26E-07,2.07031E-03
-7.25E-07,-1.75E-02
-7.25E-07,2.16016E-02
-7.24E-07,-7.70E-03
-7.24E-07,2.07031E-03
-7.24E-07,2.07031E-03
-7.23E-07,2.07031E-03
-7.23E-07,1.18359E-02
-7.22E-07,1.18359E-02
-7.22E-07,2.07031E-03
-7.22E-07,2.16016E-02
-7.21E-07,2.07031E-03
-7.21E-07,2.07031E-03
-7.20E-07,2.16016E-02
-7.20E-07,1.18359E-02
-7.20E-07,1.18359E-02
-7.19E-07,2.07031E-03
-7.19E-07,-2.72E-02
-7.18E-07,2.07031E-03
-7.18E-07,2.07031E-03
-7.18E-07,2.16016E-02
-7.17E-07,2.07031E-03
-7.17E-07,-7.70E-03
-7.16E-07,-1.75E-02
-7.16E-07,2.07031E-03
-7.16E-07,3.13672E-02
-7.15E-07,-1.75E-02
-7.15E-07,2.16016E-02
-7.14E-07,1.18359E-02
-7.14E-07,-7.70E-03
-7.14E-07,1.18359E-02
-7.13E-07,-7.70E-03
-7.13E-07,2.07031E-03
-7.12E-07,-3.70E-02
-7.12E-07,2.07031E-03
-7.12E-07,-7.70E-03
-7.11E-07,2.07031E-03
-7.11E-07,4.11328E-02
-7.10E-07,1.18359E-02
-7.10E-07,-7.70E-03
-7.10E-07,2.07031E-03
-7.09E-07,2.07031E-03
-7.09E-07,3.13672E-02
-7.08E-07,1.18359E-02
-7.08E-07,2.07031E-03
-7.08E-07,3.13672E-02
-7.07E-07,5.08984E-02
-7.07E-07,1.18359E-02
-7.06E-07,-7.70E-03
-7.06E-07,1.18359E-02
-7.06E-07,2.07031E-03
-7.05E-07,-7.70E-03
-7.05E-07,1.18359E-02
-7.04E-07,3.13672E-02
-7.04E-07,1.18359E-02
-7.04E-07,-1.75E-02
-7.03E-07,3.13672E-02
-7.03E-07,1.18359E-02
-7.02E-07,1.18359E-02
-7.02E-07,2.07031E-03
-7.02E-07,1.18359E-02
-7.01E-07,2.07031E-03
-7.01E-07,3.13672E-02
-7.00E-07,1.18359E-02
-7.00E-07,1.18359E-02
-7.00E-07,1.18359E-02
-6.99E-07,2.16016E-02
-6.99E-07,3.13672E-02
-6.98E-07,1.18359E-02
-6.98E-07,1.18359E-02
-6.98E-07,-7.70E-03
-6.97E-07,2.07031E-03
-6.97E-07,1.18359E-02
-6.96E-07,4.11328E-02
-6.96E-07,3.13672E-02
-6.96E-07,3.13672E-02
-6.95E-07,4.11328E-02
-6.95E-07,3.13672E-02
-6.94E-07,-7.70E-03
-6.94E-07,-1.75E-02
-6.94E-07,1.18359E-02
-6.93E-07,2.16016E-02
-6.93E-07,-7.70E-03
-6.92E-07,-7.70E-03
-6.92E-07,1.18359E-02
-6.92E-07,-7.70E-03
-6.91E-07,1.18359E-02
-6.91E-07,1.18359E-02
-6.90E-07,2.07031E-03
-6.90E-07,-1.75E-02
-6.90E-07,2.16016E-02
-6.89E-07,2.07031E-03
-6.89E-07,1.18359E-02
-6.88E-07,-7.70E-03
-6.88E-07,-7.70E-03
-6.88E-07,1.18359E-02
-6.87E-07,-7.70E-03
-6.87E-07,-7.70E-03
-6.86E-07,1.18359E-02
-6.86E-07,4.11328E-02
-6.86E-07,-1.75E-02
-6.85E-07,2.07031E-03
-6.85E-07,-7.70E-03
-6.84E-07,-7.70E-03
-6.84E-07,-7.70E-03
-6.84E-07,-7.70E-03
-6.83E-07,2.16016E-02
-6.83E-07,1.18359E-02
-6.82E-07,-7.70E-03
-6.82E-07,2.16016E-02
-6.82E-07,1.18359E-02
-6.81E-07,-7.70E-03
-6.81E-07,-2.72E-02
-6.80E-07,-1.75E-02
-6.80E-07,2.16016E-02
-6.80E-07,2.07031E-03
-6.79E-07,1.18359E-02
-6.79E-07,1.18359E-02
-6.78E-07,2.07031E-03
-6.78E-07,2.16016E-02
-6.78E-07,1.18359E-02
-6.77E-07,-7.70E-03
-6.77E-07,1.18359E-02
-6.76E-07,-7.70E-03
-6.76E-07,-2.72E-02
-6.76E-07,5.08984E-02
-6.75E-07,1.18359E-02
-6.75E-07,-1.75E-02
-6.74E-07,2.07031E-03
-6.74E-07,2.07031E-03
-6.74E-07,4.11328E-02
-6.73E-07,1.18359E-02
-6.73E-07,-7.70E-03
-6.72E-07,2.16016E-02
-6.72E-07,-7.70E-03
-6.72E-07,2.16016E-02
-6.71E-07,1.18359E-02
-6.71E-07,-7.70E-03
-6.70E-07,2.07031E-03
-6.70E-07,-7.70E-03
-6.70E-07,2.16016E-02
-6.69E-07,2.07031E-03
-6.69E-07,2.16016E-02
-6.68E-07,-7.70E-03
-6.68E-07,2.07031E-03
-6.68E-07,-7.70E-03
-6.67E-07,-1.75E-02
-6.67E-07,-7.70E-03
-6.66E-07,2.07031E-03
-6.66E-07,4.11328E-02
-6.66E-07,-7.70E-03
-6.65E-07,2.16016E-02
-6.65E-07,2.07031E-03
-6.64E-07,-1.75E-02
-6.64E-07,-7.70E-03
-6.64E-07,1.18359E-02
-6.63E-07,2.16016E-02
-6.63E-07,-7.70E-03
-6.62E-07,-1.75E-02
-6.62E-07,2.16016E-02
-6.62E-07,-7.70E-03
-6.61E-07,2.07031E-03
-6.61E-07,2.16016E-02
-6.60E-07,-7.70E-03
-6.60E-07,2.07031E-03
-6.60E-07,2.16016E-02
-6.59E-07,2.07031E-03
-6.59E-07,1.18359E-02
-6.58E-07,1.18359E-02
-6.58E-07,2.07031E-03
-6.58E-07,3.13672E-02
-6.57E-07,3.13672E-02
-6.57E-07,1.18359E-02
-6.56E-07,1.18359E-02
-6.56E-07,2.07031E-03
-6.56E-07,-7.70E-03
-6.55E-07,-7.70E-03
-6.55E-07,-7.70E-03
-6.54E-07,2.07031E-03
-6.54E-07,-7.70E-03
-6.54E-07,2.16016E-02
-6.53E-07,1.18359E-02
-6.53E-07,4.11328E-02
-6.52E-07,1.18359E-02
-6.52E-07,1.18359E-02
-6.52E-07,1.18359E-02
-6.51E-07,2.16016E-02
-6.51E-07,1.18359E-02
-6.50E-07,4.11328E-02
-6.50E-07,2.16016E-02
-6.50E-07,4.11328E-02
-6.49E-07,1.18359E-02
-6.49E-07,2.07031E-03
-6.48E-07,-7.70E-03
-6.48E-07,-3.70E-02
-6.48E-07,-7.70E-03
-6.47E-07,-1.75E-02
-6.47E-07,2.16016E-02
-6.46E-07,4.11328E-02
-6.46E-07,2.16016E-02
-6.46E-07,2.16016E-02
-6.45E-07,1.18359E-02
-6.45E-07,2.16016E-02
-6.44E-07,2.07031E-03
-6.44E-07,-7.70E-03
-6.44E-07,2.07031E-03
-6.43E-07,1.18359E-02
-6.43E-07,-3.70E-02
-6.42E-07,2.16016E-02
-6.42E-07,2.16016E-02
-6.42E-07,2.16016E-02
-6.41E-07,2.16016E-02
-6.41E-07,-1.75E-02
-6.40E-07,4.11328E-02
-6.40E-07,2.16016E-02
-6.40E-07,2.16016E-02
-6.39E-07,-1.75E-02
-6.39E-07,-1.75E-02
-6.38E-07,1.18359E-02
-6.38E-07,1.18359E-02
-6.38E-07,3.13672E-02
-6.37E-07,1.18359E-02
-6.37E-07,2.16016E-02
-6.36E-07,1.18359E-02
-6.36E-07,-1.75E-02
-6.36E-07,-1.75E-02
-6.35E-07,1.18359E-02
-6.35E-07,2.16016E-02
-6.34E-07,2.07031E-03
-6.34E-07,1.18359E-02
-6.34E-07,2.07031E-03
-6.33E-07,-1.75E-02
-6.33E-07,2.16016E-02
-6.32E-07,-1.75E-02
-6.32E-07,-1.75E-02
-6.32E-07,1.18359E-02
-6.31E-07,1.18359E-02
-6.31E-07,1.18359E-02
-6.30E-07,1.18359E-02
-6.30E-07,1.18359E-02
-6.30E-07,1.18359E-02
-6.29E-07,1.18359E-02
-6.29E-07,3.13672E-02
-6.28E-07,-7.70E-03
-6.28E-07,2.07031E-03
-6.28E-07,1.18359E-02
-6.27E-07,4.11328E-02
-6.27E-07,-7.70E-03
-6.26E-07,1.18359E-02
-6.26E-07,1.18359E-02
-6.26E-07,2.07031E-03
-6.25E-07,2.16016E-02
-6.25E-07,4.11328E-02
-6.24E-07,1.18359E-02
-6.24E-07,3.13672E-02
-6.24E-07,-7.70E-03
-6.23E-07,2.07031E-03
-6.23E-07,-7.70E-03
-6.22E-07,2.16016E-02
-6.22E-07,2.16016E-02
-6.22E-07,2.07031E-03
-6.21E-07,4.11328E-02
-6.21E-07,2.07031E-03
-6.20E-07,2.16016E-02
-6.20E-07,1.18359E-02
-6.20E-07,4.11328E-02
-6.19E-07,2.07031E-03
-6.19E-07,1.18359E-02
-6.18E-07,4.11328E-02
-6.18E-07,-7.70E-03
-6.18E-07,4.11328E-02
-6.17E-07,-1.75E-02
-6.17E-07,1.18359E-02
-6.16E-07,2.16016E-02
-6.16E-07,2.07031E-03
-6.16E-07,-7.70E-03
-6.15E-07,1.18359E-02
-6.15E-07,-1.75E-02
-6.14E-07,1.18359E-02
-6.14E-07,2.16016E-02
-6.14E-07,1.18359E-02
-6.13E-07,2.16016E-02
-6.13E-07,2.16016E-02
-6.12E-07,4.11328E-02
-6.12E-07,4.11328E-02
-6.12E-07,-7.70E-03
-6.11E-07,2.07031E-03
-6.11E-07,-7.70E-03
-6.10E-07,-7.70E-03
-6.10E-07,2.07031E-03
-6.10E-07,2.16016E-02
-6.09E-07,-1.75E-02
-6.09E-07,1.18359E-02
-6.08E-07,-1.75E-02
-6.08E-07,1.18359E-02
-6.08E-07,-1.75E-02
-6.07E-07,1.18359E-02
-6.07E-07,2.16016E-02
-6.06E-07,-1.75E-02
-6.06E-07,2.07031E-03
-6.06E-07,2.07031E-03
-6.05E-07,2.07031E-03
-6.05E-07,2.16016E-02
-6.04E-07,1.18359E-02
-6.04E-07,3.13672E-02
-6.04E-07,-1.75E-02
-6.03E-07,3.13672E-02
-6.03E-07,2.07031E-03
-6.02E-07,1.18359E-02
-6.02E-07,-7.70E-03
-6.02E-07,4.11328E-02
-6.01E-07,2.16016E-02
-6.01E-07,2.07031E-03
-6.00E-07,2.07031E-03
-6.00E-07,1.18359E-02
-6.00E-07,1.18359E-02
-5.99E-07,4.11328E-02
-5.99E-07,1.18359E-02
-5.98E-07,2.16016E-02
-5.98E-07,3.13672E-02
-5.98E-07,1.18359E-02
-5.97E-07,1.18359E-02
-5.97E-07,2.16016E-02
-5.96E-07,2.07031E-03
-5.96E-07,-7.70E-03
-5.96E-07,2.16016E-02
-5.95E-07,1.18359E-02
-5.95E-07,4.11328E-02
-5.94E-07,1.18359E-02
-5.94E-07,2.07031E-03
-5.94E-07,2.07031E-03
-5.93E-07,2.16016E-02
-5.93E-07,4.11328E-02
-5.92E-07,3.13672E-02
-5.92E-07,-7.70E-03
-5.92E-07,2.07031E-03
-5.91E-07,2.07031E-03
-5.91E-07,1.18359E-02
-5.90E-07,-7.70E-03
-5.90E-07,-7.70E-03
-5.90E-07,2.07031E-03
-5.89E-07,-7.70E-03
-5.89E-07,4.11328E-02
-5.88E-07,1.18359E-02
-5.88E-07,1.18359E-02
-5.88E-07,-1.75E-02
-5.87E-07,4.11328E-02
-5.87E-07,1.18359E-02
-5.86E-07,1.18359E-02
-5.86E-07,1.18359E-02
-5.86E-07,2.16016E-02
-5.85E-07,-1.75E-02
-5.85E-07,1.18359E-02
-5.84E-07,2.16016E-02
-5.84E-07,3.13672E-02
-5.84E-07,3.13672E-02
-5.83E-07,-7.70E-03
-5.83E-07,1.18359E-02
-5.82E-07,2.16016E-02
-5.82E-07,2.07031E-03
-5.82E-07,5.08984E-02
-5.81E-07,2.07031E-03
-5.81E-07,2.16016E-02
-5.80E-07,3.13672E-02
-5.80E-07,1.18359E-02
-5.80E-07,-1.75E-02
-5.79E-07,2.07031E-03
-5.79E-07,-7.70E-03
-5.78E-07,2.16016E-02
-5.78E-07,-7.70E-03
-5.78E-07,5.08984E-02
-5.77E-07,1.18359E-02
-5.77E-07,1.18359E-02
-5.76E-07,2.07031E-03
-5.76E-07,1.18359E-02
-5.76E-07,-7.70E-03
-5.75E-07,5.08984E-02
-5.75E-07,1.18359E-02
-5.74E-07,2.16016E-02
-5.74E-07,5.08984E-02
-5.74E-07,-1.75E-02
-5.73E-07,2.16016E-02
-5.73E-07,2.07031E-03
-5.72E-07,-7.70E-03
-5.72E-07,1.18359E-02
-5.72E-07,2.07031E-03
-5.71E-07,1.18359E-02
-5.71E-07,1.18359E-02
-5.70E-07,-2.72E-02
-5.70E-07,2.16016E-02
-5.70E-07,1.18359E-02
-5.69E-07,2.07031E-03
-5.69E-07,2.16016E-02
-5.68E-07,-1.75E-02
-5.68E-07,3.13672E-02
-5.68E-07,4.11328E-02
-5.67E-07,1.18359E-02
-5.67E-07,1.18359E-02
-5.66E-07,1.18359E-02
-5.66E-07,2.07031E-03
-5.66E-07,2.07031E-03
-5.65E-07,1.18359E-02
-5.65E-07,1.18359E-02
-5.64E-07,2.16016E-02
-5.64E-07,-7.70E-03
-5.64E-07,-7.70E-03
-5.63E-07,1.18359E-02
-5.63E-07,3.13672E-02
-5.62E-07,3.13672E-02
-5.62E-07,1.18359E-02
-5.62E-07,3.13672E-02
-5.61E-07,1.18359E-02
-5.61E-07,2.07031E-03
-5.60E-07,2.16016E-02
-5.60E-07,2.16016E-02
-5.60E-07,-1.75E-02
-5.59E-07,2.16016E-02
-5.59E-07,2.07031E-03
-5.58E-07,-1.75E-02
-5.58E-07,-1.75E-02
-5.58E-07,1.18359E-02
-5.57E-07,5.08984E-02
-5.57E-07,1.18359E-02
-5.56E-07,1.18359E-02
-5.56E-07,2.07031E-03
-5.56E-07,-7.70E-03
-5.55E-07,-1.75E-02
-5.55E-07,3.13672E-02
-5.54E-07,1.18359E-02
-5.54E-07,2.07031E-03
-5.54E-07,2.07031E-03
-5.53E-07,2.07031E-03
-5.53E-07,-7.70E-03
-5.52E-07,2.16016E-02
-5.52E-07,2.07031E-03
-5.52E-07,1.18359E-02
-5.51E-07,-1.75E-02
-5.51E-07,-1.75E-02
-5.50E-07,2.07031E-03
-5.50E-07,1.18359E-02
-5.50E-07,-7.70E-03
-5.49E-07,2.07031E-03
-5.49E-07,1.18359E-02
-5.48E-07,-1.75E-02
-5.48E-07,1.18359E-02
-5.48E-07,1.18359E-02
-5.47E-07,-1.75E-02
-5.47E-07,2.07031E-03
-5.46E-07,2.16016E-02
-5.46E-07,2.16016E-02
-5.46E-07,2.07031E-03
-5.45E-07,1.18359E-02
-5.45E-07,2.07031E-03
-5.44E-07,1.18359E-02
-5.44E-07,2.16016E-02
-5.44E-07,1.18359E-02
-5.43E-07,1.18359E-02
-5.43E-07,1.18359E-02
-5.42E-07,2.16016E-02
-5.42E-07,2.07031E-03
-5.42E-07,-1.75E-02
-5.41E-07,1.18359E-02
-5.41E-07,-7.70E-03
-5.40E-07,1.18359E-02
-5.40E-07,2.16016E-02
-5.40E-07,-7.70E-03
-5.39E-07,2.07031E-03
-5.39E-07,4.11328E-02
-5.38E-07,1.18359E-02
-5.38E-07,-1.75E-02
-5.38E-07,2.07031E-03
-5.37E-07,-7.70E-03
-5.37E-07,2.07031E-03
-5.36E-07,2.16016E-02
-5.36E-07,-7.70E-03
-5.36E-07,2.07031E-03
-5.35E-07,2.16016E-02
-5.35E-07,-1.75E-02
-5.34E-07,-7.70E-03
-5.34E-07,-7.70E-03
-5.34E-07,-1.75E-02
-5.33E-07,1.18359E-02
-5.33E-07,2.16016E-02
-5.32E-07,2.07031E-03
-5.32E-07,2.16016E-02
-5.32E-07,2.07031E-03
-5.31E-07,1.18359E-02
-5.31E-07,1.18359E-02
-5.30E-07,1.18359E-02
-5.30E-07,3.13672E-02
-5.30E-07,1.18359E-02
-5.29E-07,1.18359E-02
-5.29E-07,1.18359E-02
-5.28E-07,2.07031E-03
-5.28E-07,2.16016E-02
-5.28E-07,1.18359E-02
-5.27E-07,1.18359E-02
-5.27E-07,2.16016E-02
-5.26E-07,2.16016E-02
-5.26E-07,1.18359E-02
-5.26E-07,-7.70E-03
-5.25E-07,-7.70E-03
-5.25E-07,4.11328E-02
-5.24E-07,2.07031E-03
-5.24E-07,-7.70E-03
-5.24E-07,-7.70E-03
-5.23E-07,1.18359E-02
-5.23E-07,1.18359E-02
-5.22E-07,-1.75E-02
-5.22E-07,3.13672E-02
-5.22E-07,1.18359E-02
-5.21E-07,-7.70E-03
-5.21E-07,5.08984E-02
-5.20E-07,4.11328E-02
-5.20E-07,2.07031E-03
-5.20E-07,2.16016E-02
-5.19E-07,-1.75E-02
-5.19E-07,2.16016E-02
-5.18E-07,1.18359E-02
-5.18E-07,-1.75E-02
-5.18E-07,3.13672E-02
-5.17E-07,-7.70E-03
-5.17E-07,5.08984E-02
-5.16E-07,2.07031E-03
-5.16E-07,3.13672E-02
-5.16E-07,1.18359E-02
-5.15E-07,3.13672E-02
-5.15E-07,1.18359E-02
-5.14E-07,2.07031E-03
-5.14E-07,5.08984E-02
-5.14E-07,5.08984E-02
-5.13E-07,-1.75E-02
-5.13E-07,2.07031E-03
-5.12E-07,3.13672E-02
-5.12E-07,4.11328E-02
-5.12E-07,2.16016E-02
-5.11E-07,5.08984E-02
-5.11E-07,2.16016E-02
-5.10E-07,2.16016E-02
-5.10E-07,6.06641E-02
-5.10E-07,1.18359E-02
-5.09E-07,2.16016E-02
-5.09E-07,2.16016E-02
-5.08E-07,2.16016E-02
-5.08E-07,2.16016E-02
-5.08E-07,1.18359E-02
-5.07E-07,-1.75E-02
-5.07E-07,2.07031E-03
-5.06E-07,1.18359E-02
-5.06E-07,1.18359E-02
-5.06E-07,2.07031E-03
-5.05E-07,1.18359E-02
-5.05E-07,2.16016E-02
-5.04E-07,2.07031E-03
-5.04E-07,1.18359E-02
-5.04E-07,2.07031E-03
-5.03E-07,2.16016E-02
-5.03E-07,2.07031E-03
