in s,C1 in V
-1.1970764E-02,-1.322937E-02
-1.1970580E-02,-1.338196E-02
-1.1970396E-02,-1.521301E-02
-1.1970212E-02,-1.551819E-02
-1.1970028E-02,-1.460266E-02
-1.1969844E-02,-1.490784E-02
-1.1969660E-02,-1.445007E-02
-1.1969476E-02,-1.399231E-02
-1.1969292E-02,-1.445007E-02
-1.1969108E-02,-1.185608E-02
-1.1968924E-02,-1.322937E-02
-1.1968740E-02,-1.506042E-02
-1.1968556E-02,-1.445007E-02
-1.1968372E-02,-1.368713E-02
-1.1968188E-02,-1.673889E-02
-1.1968004E-02,-1.307678E-02
-1.1967820E-02,-1.399231E-02
-1.1967636E-02,-1.338196E-02
-1.1967452E-02,-1.551819E-02
-1.1967268E-02,-1.506042E-02
-1.1967084E-02,-1.353455E-02
-1.1966900E-02,-1.231384E-02
-1.1966716E-02,-1.277161E-02
-1.1966532E-02,-1.261902E-02
-1.1966348E-02,-1.261902E-02
-1.1966164E-02,-1.338196E-02
-1.1965980E-02,-1.429749E-02
-1.1965796E-02,-1.322937E-02
-1.1965612E-02,-1.445007E-02
-1.1965428E-02,-1.582336E-02
-1.1965244E-02,-1.506042E-02
-1.1965060E-02,-1.216125E-02
-1.1964876E-02,-1.460266E-02
-1.1964692E-02,-1.536560E-02
-1.1964508E-02,-1.567078E-02
-1.1964324E-02,-1.521301E-02
-1.1964140E-02,-1.612854E-02
-1.1963956E-02,-1.506042E-02
-1.1963772E-02,-1.536560E-02
-1.1963588E-02,-1.597595E-02
-1.1963404E-02,-1.399231E-02
-1.1963220E-02,-1.567078E-02
-1.1963036E-02,-1.322937E-02
-1.1962852E-02,-1.414490E-02
-1.1962668E-02,-1.338196E-02
-1.1962484E-02,-1.414490E-02
-1.1962300E-02,-1.216125E-02
-1.1962116E-02,-1.307678E-02
-1.1961932E-02,-1.368713E-02
-1.1961748E-02,-1.460266E-02
-1.1961564E-02,-1.353455E-02
-1.1961380E-02,-1.506042E-02
-1.1961196E-02,-1.628113E-02
-1.1961012E-02,-1.338196E-02
-1.1960828E-02,-1.368713E-02
-1.1960644E-02,-1.338196E-02
-1.1960460E-02,-1.490784E-02
-1.1960276E-02,-1.353455E-02
-1.1960092E-02,-1.506042E-02
-1.1959908E-02,-1.261902E-02
-1.1959724E-02,-1.246643E-02
-1.1959540E-02,-1.445007E-02
-1.1959356E-02,-1.475525E-02
-1.1959172E-02,-1.414490E-02
-1.1958988E-02,-1.368713E-02
-1.1958804E-02,-1.139832E-02
-1.1958620E-02,-1.429749E-02
-1.1958436E-02,-1.445007E-02
-1.1958252E-02,-1.460266E-02
-1.1958068E-02,-1.506042E-02
-1.1957884E-02,-1.475525E-02
-1.1957700E-02,-1.490784E-02
-1.1957516E-02,-1.277161E-02
-1.1957332E-02,-1.383972E-02
-1.1957148E-02,-1.460266E-02
-1.1956964E-02,-1.139832E-02
-1.1956780E-02,-1.383972E-02
-1.1956596E-02,-1.231384E-02
-1.1956412E-02,-1.475525E-02
-1.1956228E-02,-1.353455E-02
-1.1956044E-02,-1.368713E-02
-1.1955860E-02,-1.200867E-02
-1.1955676E-02,-1.445007E-02
-1.1955492E-02,-1.368713E-02
-1.1955308E-02,-1.414490E-02
-1.1955124E-02,-1.368713E-02
-1.1954940E-02,-1.567078E-02
-1.1954756E-02,-1.322937E-02
-1.1954572E-02,-1.445007E-02
-1.1954388E-02,-1.414490E-02
-1.1954204E-02,-1.490784E-02
-1.1954020E-02,-1.216125E-02
-1.1953836E-02,-1.445007E-02
-1.1953652E-02,-1.460266E-02
-1.1953468E-02,-1.261902E-02
-1.1953284E-02,-1.231384E-02
-1.1953100E-02,-1.506042E-02
-1.1952916E-02,-1.506042E-02
-1.1952732E-02,-1.582336E-02
-1.1952548E-02,-1.490784E-02
-1.1952364E-02,-1.414490E-02
-1.1952180E-02,-1.353455E-02
-1.1951996E-02,-1.246643E-02
-1.1951812E-02,-1.292419E-02
-1.1951628E-02,-1.307678E-02
-1.1951444E-02,-1.246643E-02
-1.1951260E-02,-1.536560E-02
-1.1951076E-02,-1.460266E-02
-1.1950892E-02,-1.551819E-02
-1.1950708E-02,-1.490784E-02
-1.1950524E-02,-1.429749E-02
-1.1950340E-02,-1.185608E-02
-1.1950156E-02,-1.277161E-02
-1.1949972E-02,-1.445007E-02
-1.1949788E-02,-1.414490E-02
-1.1949604E-02,-1.506042E-02
-1.1949420E-02,-1.414490E-02
-1.1949236E-02,-1.811218E-02
-1.1949052E-02,-1.399231E-02
-1.1948868E-02,-1.307678E-02
-1.1948684E-02,-1.399231E-02
-1.1948500E-02,-1.780701E-02
-1.1948316E-02,-1.475525E-02
-1.1948132E-02,-1.292419E-02
-1.1947948E-02,-1.582336E-02
-1.1947764E-02,-1.383972E-02
-1.1947580E-02,-1.490784E-02
-1.1947396E-02,-1.643372E-02
-1.1947212E-02,-1.506042E-02
-1.1947028E-02,-1.445007E-02
-1.1946844E-02,-1.460266E-02
-1.1946660E-02,-1.445007E-02
-1.1946476E-02,-1.567078E-02
-1.1946292E-02,-1.414490E-02
-1.1946108E-02,-1.536560E-02
-1.1945924E-02,-1.277161E-02
-1.1945740E-02,-1.445007E-02
-1.1945556E-02,-1.261902E-02
-1.1945372E-02,-1.277161E-02
-1.1945188E-02,-1.414490E-02
-1.1945004E-02,-1.338196E-02
-1.1944820E-02,-1.277161E-02
-1.1944636E-02,-1.216125E-02
-1.1944452E-02,-1.399231E-02
-1.1944268E-02,-1.216125E-02
-1.1944084E-02,-1.277161E-02
-1.1943900E-02,-1.261902E-02
-1.1943716E-02,-1.689148E-02
-1.1943532E-02,-1.261902E-02
-1.1943348E-02,-1.277161E-02
-1.1943164E-02,-1.567078E-02
-1.1942980E-02,-1.445007E-02
-1.1942796E-02,-1.506042E-02
-1.1942612E-02,-1.353455E-02
-1.1942428E-02,-1.628113E-02
-1.1942244E-02,-1.414490E-02
-1.1942060E-02,-1.368713E-02
-1.1941876E-02,-1.460266E-02
-1.1941692E-02,-1.551819E-02
-1.1941508E-02,-1.521301E-02
-1.1941324E-02,-1.567078E-02
-1.1941140E-02,-1.551819E-02
-1.1940956E-02,-1.567078E-02
-1.1940772E-02,-1.582336E-02
-1.1940588E-02,-1.460266E-02
-1.1940404E-02,-1.704407E-02
-1.1940220E-02,-1.628113E-02
-1.1940036E-02,-1.445007E-02
-1.1939852E-02,-1.490784E-02
-1.1939668E-02,-1.322937E-02
-1.1939484E-02,-1.368713E-02
-1.1939300E-02,-1.383972E-02
-1.1939116E-02,-1.460266E-02
-1.1938932E-02,-1.521301E-02
-1.1938748E-02,-1.567078E-02
-1.1938564E-02,-1.597595E-02
-1.1938380E-02,-1.536560E-02
-1.1938196E-02,-1.414490E-02
-1.1938012E-02,-1.673889E-02
-1.1937828E-02,-1.536560E-02
-1.1937644E-02,-1.826477E-02
-1.1937460E-02,-1.506042E-02
-1.1937276E-02,-1.795959E-02
-1.1937092E-02,-1.811218E-02
-1.1936908E-02,-1.780701E-02
-1.1936724E-02,-1.628113E-02
-1.1936540E-02,-1.536560E-02
-1.1936356E-02,-1.780701E-02
-1.1936172E-02,-1.673889E-02
-1.1935988E-02,-1.887512E-02
-1.1935804E-02,-1.521301E-02
-1.1935620E-02,-1.673889E-02
-1.1935436E-02,-1.979065E-02
-1.1935252E-02,-1.673889E-02
-1.1935068E-02,-1.872253E-02
-1.1934884E-02,-1.704407E-02
-1.1934700E-02,-1.780701E-02
-1.1934516E-02,-1.643372E-02
-1.1934332E-02,-1.383972E-02
-1.1934148E-02,-1.551819E-02
-1.1933964E-02,-1.567078E-02
-1.1933780E-02,-1.750183E-02
-1.1933596E-02,-1.811218E-02
-1.1933412E-02,-1.734924E-02
-1.1933228E-02,-1.704407E-02
-1.1933044E-02,-1.628113E-02
-1.1932860E-02,-1.780701E-02
-1.1932676E-02,-1.750183E-02
-1.1932492E-02,-1.460266E-02
-1.1932308E-02,-1.460266E-02
-1.1932124E-02,-1.628113E-02
-1.1931940E-02,-1.490784E-02
-1.1931756E-02,-1.658630E-02
-1.1931572E-02,-1.124573E-02
-1.1931388E-02,-1.612854E-02
-1.1931204E-02,-1.307678E-02
-1.1931020E-02,-1.597595E-02
-1.1930836E-02,-1.414490E-02
-1.1930652E-02,-1.322937E-02
-1.1930468E-02,-1.475525E-02
-1.1930284E-02,-1.368713E-02
-1.1930100E-02,-1.338196E-02
-1.1929916E-02,-1.673889E-02
-1.1929732E-02,-1.506042E-02
-1.1929548E-02,-1.551819E-02
-1.1929364E-02,-1.643372E-02
-1.1929180E-02,-1.460266E-02
-1.1928996E-02,-1.506042E-02
-1.1928812E-02,-1.353455E-02
-1.1928628E-02,-1.628113E-02
-1.1928444E-02,-1.521301E-02
-1.1928260E-02,-1.612854E-02
-1.1928076E-02,-1.567078E-02
-1.1927892E-02,-1.399231E-02
-1.1927708E-02,-1.658630E-02
-1.1927524E-02,-1.673889E-02
-1.1927340E-02,-1.780701E-02
-1.1927156E-02,-1.841736E-02
-1.1926972E-02,-1.811218E-02
-1.1926788E-02,-1.734924E-02
-1.1926604E-02,-1.750183E-02
-1.1926420E-02,-1.750183E-02
-1.1926236E-02,-1.704407E-02
-1.1926052E-02,-1.628113E-02
-1.1925868E-02,-1.734924E-02
-1.1925684E-02,-1.490784E-02
-1.1925500E-02,-1.460266E-02
-1.1925316E-02,-1.460266E-02
-1.1925132E-02,-1.536560E-02
-1.1924948E-02,-1.689148E-02
-1.1924764E-02,-1.536560E-02
-1.1924580E-02,-1.368713E-02
-1.1924396E-02,-1.567078E-02
-1.1924212E-02,-1.643372E-02
-1.1924028E-02,-1.673889E-02
-1.1923844E-02,-1.612854E-02
-1.1923660E-02,-1.795959E-02
-1.1923476E-02,-1.750183E-02
-1.1923292E-02,-1.582336E-02
-1.1923108E-02,-1.582336E-02
-1.1922924E-02,-1.567078E-02
-1.1922740E-02,-1.795959E-02
-1.1922556E-02,-1.658630E-02
-1.1922372E-02,-1.643372E-02
-1.1922188E-02,-1.612854E-02
-1.1922004E-02,-1.704407E-02
-1.1921820E-02,-1.612854E-02
-1.1921636E-02,-1.628113E-02
-1.1921452E-02,-1.856995E-02
-1.1921268E-02,-1.521301E-02
-1.1921084E-02,-1.597595E-02
-1.1920900E-02,-1.506042E-02
-1.1920716E-02,-1.612854E-02
-1.1920532E-02,-1.475525E-02
-1.1920348E-02,-1.521301E-02
-1.1920164E-02,-1.704407E-02
-1.1919980E-02,-1.719666E-02
-1.1919796E-02,-1.521301E-02
-1.1919612E-02,-1.353455E-02
-1.1919428E-02,-1.521301E-02
-1.1919244E-02,-1.414490E-02
-1.1919060E-02,-1.445007E-02
-1.1918876E-02,-1.292419E-02
-1.1918692E-02,-1.445007E-02
-1.1918508E-02,-1.536560E-02
-1.1918324E-02,-1.597595E-02
-1.1918140E-02,-1.475525E-02
-1.1917956E-02,-1.689148E-02
-1.1917772E-02,-1.460266E-02
-1.1917588E-02,-1.689148E-02
-1.1917404E-02,-1.643372E-02
-1.1917220E-02,-1.704407E-02
-1.1917036E-02,-1.567078E-02
-1.1916852E-02,-1.567078E-02
-1.1916668E-02,-1.780701E-02
-1.1916484E-02,-1.841736E-02
-1.1916300E-02,-1.719666E-02
-1.1916116E-02,-1.719666E-02
-1.1915932E-02,-1.902771E-02
-1.1915748E-02,-1.795959E-02
-1.1915564E-02,-1.811218E-02
-1.1915380E-02,-1.856995E-02
-1.1915196E-02,-1.948547E-02
-1.1915012E-02,-1.612854E-02
-1.1914828E-02,-1.612854E-02
-1.1914644E-02,-1.673889E-02
-1.1914460E-02,-1.872253E-02
-1.1914276E-02,-1.567078E-02
-1.1914092E-02,-1.658630E-02
-1.1913908E-02,-1.856995E-02
-1.1913724E-02,-1.872253E-02
-1.1913540E-02,-1.780701E-02
-1.1913356E-02,-1.612854E-02
-1.1913172E-02,-1.704407E-02
-1.1912988E-02,-1.612854E-02
-1.1912804E-02,-1.689148E-02
-1.1912620E-02,-1.902771E-02
-1.1912436E-02,-1.765442E-02
-1.1912252E-02,-1.673889E-02
-1.1912068E-02,-1.887512E-02
-1.1911884E-02,-1.582336E-02
-1.1911700E-02,-1.734924E-02
-1.1911516E-02,-1.704407E-02
-1.1911332E-02,-1.811218E-02
-1.1911148E-02,-1.704407E-02
-1.1910964E-02,-1.780701E-02
-1.1910780E-02,-1.597595E-02
-1.1910596E-02,-1.292419E-02
-1.1910412E-02,-1.490784E-02
-1.1910228E-02,-1.628113E-02
-1.1910044E-02,-1.368713E-02
-1.1909860E-02,-1.399231E-02
-1.1909676E-02,-1.704407E-02
-1.1909492E-02,-1.445007E-02
-1.1909308E-02,-1.445007E-02
-1.1909124E-02,-1.216125E-02
-1.1908940E-02,-1.429749E-02
-1.1908756E-02,-1.506042E-02
-1.1908572E-02,-1.567078E-02
-1.1908388E-02,-1.628113E-02
-1.1908204E-02,-1.551819E-02
-1.1908020E-02,-1.536560E-02
-1.1907836E-02,-1.628113E-02
-1.1907652E-02,-1.536560E-02
-1.1907468E-02,-1.673889E-02
-1.1907284E-02,-1.750183E-02
-1.1907100E-02,-1.750183E-02
-1.1906916E-02,-1.643372E-02
-1.1906732E-02,-1.856995E-02
-1.1906548E-02,-1.918030E-02
-1.1906364E-02,-1.811218E-02
-1.1906180E-02,-1.902771E-02
-1.1905996E-02,-1.750183E-02
-1.1905812E-02,-1.536560E-02
-1.1905628E-02,-1.719666E-02
-1.1905444E-02,-1.750183E-02
-1.1905260E-02,-1.643372E-02
-1.1905076E-02,-1.673889E-02
-1.1904892E-02,-1.628113E-02
-1.1904708E-02,-1.673889E-02
-1.1904524E-02,-1.521301E-02
-1.1904340E-02,-1.338196E-02
-1.1904156E-02,-1.551819E-02
-1.1903972E-02,-1.597595E-02
-1.1903788E-02,-1.582336E-02
-1.1903604E-02,-1.414490E-02
-1.1903420E-02,-1.582336E-02
-1.1903236E-02,-1.612854E-02
-1.1903052E-02,-1.307678E-02
-1.1902868E-02,-1.643372E-02
-1.1902684E-02,-1.887512E-02
-1.1902500E-02,-1.536560E-02
-1.1902316E-02,-1.673889E-02
-1.1902132E-02,-1.490784E-02
-1.1901948E-02,-1.567078E-02
-1.1901764E-02,-1.597595E-02
-1.1901580E-02,-1.551819E-02
-1.1901396E-02,-1.429749E-02
-1.1901212E-02,-1.734924E-02
-1.1901028E-02,-1.628113E-02
-1.1900844E-02,-1.475525E-02
-1.1900660E-02,-1.399231E-02
-1.1900476E-02,-1.551819E-02
-1.1900292E-02,-1.475525E-02
-1.1900108E-02,-1.429749E-02
-1.1899924E-02,-1.551819E-02
-1.1899740E-02,-1.536560E-02
-1.1899556E-02,-1.292419E-02
-1.1899372E-02,-1.643372E-02
-1.1899188E-02,-1.445007E-02
-1.1899004E-02,-1.322937E-02
-1.1898820E-02,-1.170349E-02
-1.1898636E-02,-1.094055E-02
-1.1898452E-02,-1.536560E-02
-1.1898268E-02,-1.521301E-02
-1.1898084E-02,-1.628113E-02
-1.1897900E-02,-1.689148E-02
-1.1897716E-02,-1.673889E-02
-1.1897532E-02,-1.765442E-02
-1.1897348E-02,-1.597595E-02
-1.1897164E-02,-1.658630E-02
-1.1896980E-02,-1.689148E-02
-1.1896796E-02,-1.582336E-02
-1.1896612E-02,-1.551819E-02
-1.1896428E-02,-1.658630E-02
-1.1896244E-02,-1.750183E-02
-1.1896060E-02,-1.643372E-02
-1.1895876E-02,-1.490784E-02
-1.1895692E-02,-1.719666E-02
-1.1895508E-02,-1.551819E-02
-1.1895324E-02,-1.689148E-02
-1.1895140E-02,-1.658630E-02
-1.1894956E-02,-1.795959E-02
-1.1894772E-02,-1.795959E-02
-1.1894588E-02,-1.658630E-02
-1.1894404E-02,-1.658630E-02
-1.1894220E-02,-1.612854E-02
-1.1894036E-02,-1.658630E-02
-1.1893852E-02,-1.689148E-02
-1.1893668E-02,-1.811218E-02
-1.1893484E-02,-1.734924E-02
-1.1893300E-02,-1.521301E-02
-1.1893116E-02,-1.414490E-02
-1.1892932E-02,-1.719666E-02
-1.1892748E-02,-1.628113E-02
-1.1892564E-02,-1.414490E-02
-1.1892380E-02,-1.673889E-02
-1.1892196E-02,-1.460266E-02
-1.1892012E-02,-1.521301E-02
-1.1891828E-02,-1.475525E-02
-1.1891644E-02,-1.673889E-02
-1.1891460E-02,-1.689148E-02
-1.1891276E-02,-1.750183E-02
-1.1891092E-02,-1.887512E-02
-1.1890908E-02,-1.597595E-02
-1.1890724E-02,-1.750183E-02
-1.1890540E-02,-1.765442E-02
-1.1890356E-02,-1.750183E-02
-1.1890172E-02,-1.673889E-02
-1.1889988E-02,-1.887512E-02
-1.1889804E-02,-1.597595E-02
-1.1889620E-02,-1.490784E-02
-1.1889436E-02,-1.933289E-02
-1.1889252E-02,-1.826477E-02
-1.1889068E-02,-1.689148E-02
-1.1888884E-02,-1.872253E-02
-1.1888700E-02,-1.795959E-02
-1.1888516E-02,-1.551819E-02
-1.1888332E-02,-1.780701E-02
-1.1888148E-02,-1.719666E-02
-1.1887964E-02,-1.856995E-02
-1.1887780E-02,-1.704407E-02
-1.1887596E-02,-1.582336E-02
-1.1887412E-02,-1.734924E-02
-1.1887228E-02,-1.399231E-02
-1.1887044E-02,-1.322937E-02
-1.1886860E-02,-1.643372E-02
-1.1886676E-02,-1.673889E-02
-1.1886492E-02,-1.475525E-02
-1.1886308E-02,-1.429749E-02
-1.1886124E-02,-1.261902E-02
-1.1885940E-02,-1.551819E-02
-1.1885756E-02,-1.673889E-02
-1.1885572E-02,-1.582336E-02
-1.1885388E-02,-1.551819E-02
-1.1885204E-02,-1.536560E-02
-1.1885020E-02,-1.597595E-02
-1.1884836E-02,-1.536560E-02
-1.1884652E-02,-1.612854E-02
-1.1884468E-02,-1.719666E-02
-1.1884284E-02,-1.628113E-02
-1.1884100E-02,-1.521301E-02
-1.1883916E-02,-1.856995E-02
-1.1883732E-02,-1.643372E-02
-1.1883548E-02,-1.902771E-02
-1.1883364E-02,-1.872253E-02
-1.1883180E-02,-1.643372E-02
-1.1882996E-02,-1.704407E-02
-1.1882812E-02,-1.765442E-02
-1.1882628E-02,-1.780701E-02
-1.1882444E-02,-1.841736E-02
-1.1882260E-02,-1.856995E-02
-1.1882076E-02,-1.734924E-02
-1.1881892E-02,-1.689148E-02
-1.1881708E-02,-1.567078E-02
-1.1881524E-02,-1.689148E-02
-1.1881340E-02,-1.567078E-02
-1.1881156E-02,-1.460266E-02
-1.1880972E-02,-1.750183E-02
-1.1880788E-02,-1.475525E-02
-1.1880604E-02,-1.567078E-02
-1.1880420E-02,-1.582336E-02
-1.1880236E-02,-1.780701E-02
-1.1880052E-02,-1.719666E-02
-1.1879868E-02,-1.551819E-02
-1.1879684E-02,-1.719666E-02
-1.1879500E-02,-1.475525E-02
-1.1879316E-02,-1.521301E-02
-1.1879132E-02,-1.460266E-02
-1.1878948E-02,-1.612854E-02
-1.1878764E-02,-1.765442E-02
-1.1878580E-02,-1.826477E-02
-1.1878396E-02,-1.719666E-02
-1.1878212E-02,-1.719666E-02
-1.1878028E-02,-1.704407E-02
-1.1877844E-02,-1.765442E-02
-1.1877660E-02,-1.734924E-02
-1.1877476E-02,-1.704407E-02
-1.1877292E-02,-1.750183E-02
-1.1877108E-02,-1.826477E-02
-1.1876924E-02,-1.689148E-02
-1.1876740E-02,-1.658630E-02
-1.1876556E-02,-1.445007E-02
-1.1876372E-02,-1.673889E-02
-1.1876188E-02,-1.658630E-02
-1.1876004E-02,-1.765442E-02
-1.1875820E-02,-1.383972E-02
-1.1875636E-02,-1.506042E-02
-1.1875452E-02,-1.506042E-02
-1.1875268E-02,-1.307678E-02
-1.1875084E-02,-1.383972E-02
-1.1874900E-02,-1.612854E-02
-1.1874716E-02,-1.780701E-02
-1.1874532E-02,-1.734924E-02
-1.1874348E-02,-1.567078E-02
-1.1874164E-02,-1.658630E-02
-1.1873980E-02,-1.826477E-02
-1.1873796E-02,-1.628113E-02
-1.1873612E-02,-1.612854E-02
-1.1873428E-02,-1.597595E-02
-1.1873244E-02,-1.704407E-02
-1.1873060E-02,-1.658630E-02
-1.1872876E-02,-1.826477E-02
-1.1872692E-02,-1.841736E-02
-1.1872508E-02,-1.506042E-02
-1.1872324E-02,-1.567078E-02
-1.1872140E-02,-1.597595E-02
-1.1871956E-02,-1.551819E-02
-1.1871772E-02,-1.551819E-02
-1.1871588E-02,-1.536560E-02
-1.1871404E-02,-1.719666E-02
-1.1871220E-02,-1.643372E-02
-1.1871036E-02,-1.673889E-02
-1.1870852E-02,-1.506042E-02
-1.1870668E-02,-1.582336E-02
-1.1870484E-02,-1.765442E-02
-1.1870300E-02,-1.795959E-02
-1.1870116E-02,-1.445007E-02
-1.1869932E-02,-1.734924E-02
-1.1869748E-02,-1.490784E-02
-1.1869564E-02,-1.475525E-02
-1.1869380E-02,-1.734924E-02
-1.1869196E-02,-1.734924E-02
-1.1869012E-02,-1.490784E-02
-1.1868828E-02,-1.414490E-02
-1.1868644E-02,-1.475525E-02
-1.1868460E-02,-1.628113E-02
-1.1868276E-02,-1.399231E-02
-1.1868092E-02,-1.368713E-02
-1.1867908E-02,-1.612854E-02
-1.1867724E-02,-1.704407E-02
-1.1867540E-02,-1.628113E-02
-1.1867356E-02,-1.490784E-02
-1.1867172E-02,-1.551819E-02
-1.1866988E-02,-1.673889E-02
-1.1866804E-02,-1.750183E-02
-1.1866620E-02,-1.612854E-02
-1.1866436E-02,-1.475525E-02
-1.1866252E-02,-1.399231E-02
-1.1866068E-02,-1.536560E-02
-1.1865884E-02,-1.765442E-02
-1.1865700E-02,-1.750183E-02
-1.1865516E-02,-1.826477E-02
-1.1865332E-02,-1.765442E-02
-1.1865148E-02,-1.780701E-02
