in s,C1 in V
-9.8102360E-03,4.894302E+00
-9.8100520E-03,4.894455E+00
-9.8098680E-03,4.893539E+00
-9.8096840E-03,4.892014E+00
-9.8095000E-03,4.895676E+00
-9.8093160E-03,4.893997E+00
-9.8091320E-03,4.896744E+00
-9.8089480E-03,4.893845E+00
-9.8087640E-03,4.894455E+00
-9.8085800E-03,4.893692E+00
-9.8083960E-03,4.895370E+00
-9.8082120E-03,4.895370E+00
-9.8080280E-03,4.895981E+00
-9.8078440E-03,4.896133E+00
-9.8076600E-03,4.894913E+00
-9.8074760E-03,4.896286E+00
-9.8072920E-03,4.894455E+00
-9.8071080E-03,4.893997E+00
-9.8069240E-03,4.896286E+00
-9.8067400E-03,4.897659E+00
-9.8065560E-03,4.894913E+00
-9.8063720E-03,4.895370E+00
-9.8061880E-03,4.897507E+00
-9.8060040E-03,4.896439E+00
-9.8058200E-03,4.894913E+00
-9.8056360E-03,4.895523E+00
-9.8054520E-03,4.894455E+00
-9.8052680E-03,4.894913E+00
-9.8050840E-03,4.895065E+00
-9.8049000E-03,4.894608E+00
-9.8047160E-03,4.895523E+00
-9.8045320E-03,4.895523E+00
-9.8043480E-03,4.895828E+00
-9.8041640E-03,4.894913E+00
-9.8039800E-03,4.893845E+00
-9.8037960E-03,4.894150E+00
-9.8036120E-03,4.894455E+00
-9.8034280E-03,4.895370E+00
-9.8032440E-03,4.895828E+00
-9.8030600E-03,4.892014E+00
-9.8028760E-03,4.895828E+00
-9.8026920E-03,4.894302E+00
-9.8025080E-03,4.894455E+00
-9.8023240E-03,4.893997E+00
-9.8021400E-03,4.894608E+00
-9.8019560E-03,4.895828E+00
-9.8017720E-03,4.895065E+00
-9.8015880E-03,4.894455E+00
-9.8014040E-03,4.894302E+00
-9.8012200E-03,4.894302E+00
-9.8010360E-03,4.893845E+00
-9.8008520E-03,4.895523E+00
-9.8006680E-03,4.895065E+00
-9.8004840E-03,4.895523E+00
-9.8003000E-03,4.895370E+00
-9.8001160E-03,4.894608E+00
-9.7999320E-03,4.896896E+00
-9.7997480E-03,4.896591E+00
-9.7995640E-03,4.895676E+00
-9.7993800E-03,4.894760E+00
-9.7991960E-03,4.895828E+00
-9.7990120E-03,4.895981E+00
-9.7988280E-03,4.897659E+00
-9.7986440E-03,4.896744E+00
-9.7984600E-03,4.895828E+00
-9.7982760E-03,4.896286E+00
-9.7980920E-03,4.894913E+00
-9.7979080E-03,4.896286E+00
-9.7977240E-03,4.896591E+00
-9.7975400E-03,4.895981E+00
-9.7973560E-03,4.897812E+00
-9.7971720E-03,4.895981E+00
-9.7969880E-03,4.898422E+00
-9.7968040E-03,4.896439E+00
-9.7966200E-03,4.895676E+00
-9.7964360E-03,4.893234E+00
-9.7962520E-03,4.895065E+00
-9.7960680E-03,4.897354E+00
-9.7958840E-03,4.894760E+00
-9.7957000E-03,4.895676E+00
-9.7955160E-03,4.893845E+00
-9.7953320E-03,4.895370E+00
-9.7951480E-03,4.896133E+00
-9.7949640E-03,4.895676E+00
-9.7947800E-03,4.896133E+00
-9.7945960E-03,4.895523E+00
-9.7944120E-03,4.897049E+00
-9.7942280E-03,4.896439E+00
-9.7940440E-03,4.897049E+00
-9.7938600E-03,4.895676E+00
-9.7936760E-03,4.896133E+00
-9.7934920E-03,4.894760E+00
-9.7933080E-03,4.896896E+00
-9.7931240E-03,4.895676E+00
-9.7929400E-03,4.895218E+00
-9.7927560E-03,4.896439E+00
-9.7925720E-03,4.897049E+00
-9.7923880E-03,4.896286E+00
-9.7922040E-03,4.897049E+00
-9.7920200E-03,4.895676E+00
-9.7918360E-03,4.898117E+00
-9.7916520E-03,4.894455E+00
-9.7914680E-03,4.895370E+00
-9.7912840E-03,4.894760E+00
-9.7911000E-03,4.894455E+00
-9.7909160E-03,4.895065E+00
-9.7907320E-03,4.893539E+00
-9.7905480E-03,4.896133E+00
-9.7903640E-03,4.896286E+00
-9.7901800E-03,4.897354E+00
-9.7899960E-03,4.896896E+00
-9.7898120E-03,4.895065E+00
-9.7896280E-03,4.895370E+00
-9.7894440E-03,4.897659E+00
-9.7892600E-03,4.895370E+00
-9.7890760E-03,4.894760E+00
-9.7888920E-03,4.894760E+00
-9.7887080E-03,4.895828E+00
-9.7885240E-03,4.896591E+00
-9.7883400E-03,4.894760E+00
-9.7881560E-03,4.896286E+00
-9.7879720E-03,4.895828E+00
-9.7877880E-03,4.894913E+00
-9.7876040E-03,4.894455E+00
-9.7874200E-03,4.894608E+00
-9.7872360E-03,4.896133E+00
-9.7870520E-03,4.896591E+00
-9.7868680E-03,4.895676E+00
-9.7866840E-03,4.895523E+00
-9.7865000E-03,4.897354E+00
-9.7863160E-03,4.896286E+00
-9.7861320E-03,4.897507E+00
-9.7859480E-03,4.895218E+00
-9.7857640E-03,4.893539E+00
-9.7855800E-03,4.893539E+00
-9.7853960E-03,4.895523E+00
-9.7852120E-03,4.895828E+00
-9.7850280E-03,4.894913E+00
-9.7848440E-03,4.896286E+00
-9.7846600E-03,4.897659E+00
-9.7844760E-03,4.898422E+00
-9.7842920E-03,4.898270E+00
-9.7841080E-03,4.896744E+00
-9.7839240E-03,4.897354E+00
-9.7837400E-03,4.896286E+00
-9.7835560E-03,4.895981E+00
-9.7833720E-03,4.896591E+00
-9.7831880E-03,4.896439E+00
-9.7830040E-03,4.898880E+00
-9.7828200E-03,4.896744E+00
-9.7826360E-03,4.896439E+00
-9.7824520E-03,4.896591E+00
-9.7822680E-03,4.895523E+00
-9.7820840E-03,4.894302E+00
-9.7819000E-03,4.896439E+00
-9.7817160E-03,4.896439E+00
-9.7815320E-03,4.897049E+00
-9.7813480E-03,4.895676E+00
-9.7811640E-03,4.897812E+00
-9.7809800E-03,4.893997E+00
-9.7807960E-03,4.895370E+00
-9.7806120E-03,4.896439E+00
-9.7804280E-03,4.897049E+00
-9.7802440E-03,4.896286E+00
-9.7800600E-03,4.895523E+00
-9.7798760E-03,4.895523E+00
-9.7796920E-03,4.897507E+00
-9.7795080E-03,4.897964E+00
-9.7793240E-03,4.897812E+00
-9.7791400E-03,4.898727E+00
-9.7789560E-03,4.896286E+00
-9.7787720E-03,4.899033E+00
-9.7785880E-03,4.897964E+00
-9.7784040E-03,4.899643E+00
-9.7782200E-03,4.899490E+00
-9.7780360E-03,4.898117E+00
-9.7778520E-03,4.897354E+00
-9.7776680E-03,4.899948E+00
-9.7774840E-03,4.899796E+00
-9.7773000E-03,4.899185E+00
-9.7771160E-03,4.896896E+00
-9.7769320E-03,4.897049E+00
-9.7767480E-03,4.896744E+00
-9.7765640E-03,4.896439E+00
-9.7763800E-03,4.898880E+00
-9.7761960E-03,4.897812E+00
-9.7760120E-03,4.895676E+00
-9.7758280E-03,4.894150E+00
-9.7756440E-03,4.895370E+00
-9.7754600E-03,4.897202E+00
-9.7752760E-03,4.897659E+00
-9.7750920E-03,4.897812E+00
-9.7749080E-03,4.897049E+00
-9.7747240E-03,4.899033E+00
-9.7745400E-03,4.899185E+00
-9.7743560E-03,4.897202E+00
-9.7741720E-03,4.898270E+00
-9.7739880E-03,4.896591E+00
-9.7738040E-03,4.896439E+00
-9.7736200E-03,4.898880E+00
-9.7734360E-03,4.897507E+00
-9.7732520E-03,4.898117E+00
-9.7730680E-03,4.896744E+00
-9.7728840E-03,4.898880E+00
-9.7727000E-03,4.898422E+00
-9.7725160E-03,4.898270E+00
-9.7723320E-03,4.897812E+00
-9.7721480E-03,4.897049E+00
-9.7719640E-03,4.898422E+00
-9.7717800E-03,4.897202E+00
-9.7715960E-03,4.898270E+00
-9.7714120E-03,4.900711E+00
-9.7712280E-03,4.899490E+00
-9.7710440E-03,4.899796E+00
-9.7708600E-03,4.899490E+00
-9.7706760E-03,4.899796E+00
-9.7704920E-03,4.897659E+00
-9.7703080E-03,4.899796E+00
-9.7701240E-03,4.899948E+00
-9.7699400E-03,4.899490E+00
-9.7697560E-03,4.898880E+00
-9.7695720E-03,4.898117E+00
-9.7693880E-03,4.898117E+00
-9.7692040E-03,4.898117E+00
-9.7690200E-03,4.898117E+00
-9.7688360E-03,4.897812E+00
-9.7686520E-03,4.897659E+00
-9.7684680E-03,4.897964E+00
-9.7682840E-03,4.896591E+00
-9.7681000E-03,4.897049E+00
-9.7679160E-03,4.896896E+00
-9.7677320E-03,4.898117E+00
-9.7675480E-03,4.897812E+00
-9.7673640E-03,4.897354E+00
-9.7671800E-03,4.898575E+00
-9.7669960E-03,4.901321E+00
-9.7668120E-03,4.899490E+00
-9.7666280E-03,4.901627E+00
-9.7664440E-03,4.898727E+00
-9.7662600E-03,4.899490E+00
-9.7660760E-03,4.898422E+00
-9.7658920E-03,4.897507E+00
-9.7657080E-03,4.899643E+00
-9.7655240E-03,4.899490E+00
-9.7653400E-03,4.898117E+00
-9.7651560E-03,4.898117E+00
-9.7649720E-03,4.900711E+00
-9.7647880E-03,4.900101E+00
-9.7646040E-03,4.900253E+00
-9.7644200E-03,4.900864E+00
-9.7642360E-03,4.897354E+00
-9.7640520E-03,4.898727E+00
-9.7638680E-03,4.899490E+00
-9.7636840E-03,4.903000E+00
-9.7635000E-03,4.900558E+00
-9.7633160E-03,4.899490E+00
-9.7631320E-03,4.897812E+00
-9.7629480E-03,4.900711E+00
-9.7627640E-03,4.899185E+00
-9.7625800E-03,4.898727E+00
-9.7623960E-03,4.901321E+00
-9.7622120E-03,4.900558E+00
-9.7620280E-03,4.899948E+00
-9.7618440E-03,4.902237E+00
-9.7616600E-03,4.901016E+00
-9.7614760E-03,4.901474E+00
-9.7612920E-03,4.901016E+00
-9.7611080E-03,4.902542E+00
-9.7609240E-03,4.901779E+00
-9.7607400E-03,4.900406E+00
-9.7605560E-03,4.897354E+00
-9.7603720E-03,4.899643E+00
-9.7601880E-03,4.903305E+00
-9.7600040E-03,4.899643E+00
-9.7598200E-03,4.900864E+00
-9.7596360E-03,4.900558E+00
-9.7594520E-03,4.899948E+00
-9.7592680E-03,4.902237E+00
-9.7590840E-03,4.901321E+00
-9.7589000E-03,4.899490E+00
-9.7587160E-03,4.900711E+00
-9.7585320E-03,4.901016E+00
-9.7583480E-03,4.897964E+00
-9.7581640E-03,4.900406E+00
-9.7579800E-03,4.901779E+00
-9.7577960E-03,4.898880E+00
-9.7576120E-03,4.901169E+00
-9.7574280E-03,4.900406E+00
-9.7572440E-03,4.899796E+00
-9.7570600E-03,4.901474E+00
-9.7568760E-03,4.900101E+00
-9.7566920E-03,4.901474E+00
-9.7565080E-03,4.901474E+00
-9.7563240E-03,4.900864E+00
-9.7561400E-03,4.902542E+00
-9.7559560E-03,4.901321E+00
-9.7557720E-03,4.903000E+00
-9.7555880E-03,4.902390E+00
-9.7554040E-03,4.900864E+00
-9.7552200E-03,4.899796E+00
-9.7550360E-03,4.901474E+00
-9.7548520E-03,4.900253E+00
-9.7546680E-03,4.899948E+00
-9.7544840E-03,4.901169E+00
-9.7543000E-03,4.901321E+00
-9.7541160E-03,4.900253E+00
-9.7539320E-03,4.901779E+00
-9.7537480E-03,4.901169E+00
-9.7535640E-03,4.902084E+00
-9.7533800E-03,4.903305E+00
-9.7531960E-03,4.903763E+00
-9.7530120E-03,4.902542E+00
-9.7528280E-03,4.902084E+00
-9.7526440E-03,4.901474E+00
-9.7524600E-03,4.901779E+00
-9.7522760E-03,4.901016E+00
-9.7520920E-03,4.900406E+00
-9.7519080E-03,4.902847E+00
-9.7517240E-03,4.902542E+00
-9.7515400E-03,4.900253E+00
-9.7513560E-03,4.899643E+00
-9.7511720E-03,4.901779E+00
-9.7509880E-03,4.900864E+00
-9.7508040E-03,4.901321E+00
-9.7506200E-03,4.901627E+00
-9.7504360E-03,4.903152E+00
-9.7502520E-03,4.904068E+00
-9.7500680E-03,4.901932E+00
-9.7498840E-03,4.902847E+00
-9.7497000E-03,4.901932E+00
-9.7495160E-03,4.901932E+00
-9.7493320E-03,4.901474E+00
-9.7491480E-03,4.903763E+00
-9.7489640E-03,4.901779E+00
-9.7487800E-03,4.901016E+00
-9.7485960E-03,4.902084E+00
-9.7484120E-03,4.904831E+00
-9.7482280E-03,4.904984E+00
-9.7480440E-03,4.902847E+00
-9.7478600E-03,4.903305E+00
-9.7476760E-03,4.904068E+00
-9.7474920E-03,4.902390E+00
-9.7473080E-03,4.902084E+00
-9.7471240E-03,4.901169E+00
-9.7469400E-03,4.902084E+00
-9.7467560E-03,4.901627E+00
-9.7465720E-03,4.904068E+00
-9.7463880E-03,4.903305E+00
-9.7462040E-03,4.902237E+00
-9.7460200E-03,4.903305E+00
-9.7458360E-03,4.901169E+00
-9.7456520E-03,4.902237E+00
-9.7454680E-03,4.903000E+00
-9.7452840E-03,4.902847E+00
-9.7451000E-03,4.900406E+00
-9.7449160E-03,4.903000E+00
-9.7447320E-03,4.903000E+00
-9.7445480E-03,4.902084E+00
-9.7443640E-03,4.903763E+00
-9.7441800E-03,4.904221E+00
-9.7439960E-03,4.903610E+00
-9.7438120E-03,4.900711E+00
-9.7436280E-03,4.903000E+00
-9.7434440E-03,4.903152E+00
-9.7432600E-03,4.901932E+00
-9.7430760E-03,4.903610E+00
-9.7428920E-03,4.902237E+00
-9.7427080E-03,4.903305E+00
-9.7425240E-03,4.905136E+00
-9.7423400E-03,4.901627E+00
-9.7421560E-03,4.904831E+00
-9.7419720E-03,4.902542E+00
-9.7417880E-03,4.902542E+00
-9.7416040E-03,4.903000E+00
-9.7414200E-03,4.906052E+00
-9.7412360E-03,4.902695E+00
-9.7410520E-03,4.905441E+00
-9.7408680E-03,4.904831E+00
-9.7406840E-03,4.902695E+00
-9.7405000E-03,4.905899E+00
-9.7403160E-03,4.906204E+00
-9.7401320E-03,4.904984E+00
-9.7399480E-03,4.905136E+00
-9.7397640E-03,4.904831E+00
-9.7395800E-03,4.904678E+00
-9.7393960E-03,4.904678E+00
-9.7392120E-03,4.904678E+00
-9.7390280E-03,4.905441E+00
-9.7388440E-03,4.905441E+00
-9.7386600E-03,4.905899E+00
-9.7384760E-03,4.907120E+00
-9.7382920E-03,4.906967E+00
-9.7381080E-03,4.904678E+00
-9.7379240E-03,4.905289E+00
-9.7377400E-03,4.905441E+00
-9.7375560E-03,4.905594E+00
-9.7373720E-03,4.904678E+00
-9.7371880E-03,4.906204E+00
-9.7370040E-03,4.907425E+00
-9.7368200E-03,4.905289E+00
-9.7366360E-03,4.904526E+00
-9.7364520E-03,4.904984E+00
-9.7362680E-03,4.903305E+00
-9.7360840E-03,4.904984E+00
-9.7359000E-03,4.906052E+00
-9.7357160E-03,4.906204E+00
-9.7355320E-03,4.908493E+00
-9.7353480E-03,4.906052E+00
-9.7351640E-03,4.906662E+00
-9.7349800E-03,4.905136E+00
-9.7347960E-03,4.906204E+00
-9.7346120E-03,4.906052E+00
-9.7344280E-03,4.908798E+00
-9.7342440E-03,4.909256E+00
-9.7340600E-03,4.905136E+00
-9.7338760E-03,4.906662E+00
-9.7336920E-03,4.904526E+00
-9.7335080E-03,4.904526E+00
-9.7333240E-03,4.904831E+00
-9.7331400E-03,4.906967E+00
-9.7329560E-03,4.906204E+00
-9.7327720E-03,4.906204E+00
-9.7325880E-03,4.907730E+00
-9.7324040E-03,4.905594E+00
-9.7322200E-03,4.906357E+00
-9.7320360E-03,4.906052E+00
-9.7318520E-03,4.905594E+00
-9.7316680E-03,4.906509E+00
-9.7314840E-03,4.904984E+00
-9.7313000E-03,4.904984E+00
-9.7311160E-03,4.904831E+00
-9.7309320E-03,4.905136E+00
-9.7307480E-03,4.904984E+00
-9.7305640E-03,4.904373E+00
-9.7303800E-03,4.905594E+00
-9.7301960E-03,4.905746E+00
-9.7300120E-03,4.907272E+00
-9.7298280E-03,4.907120E+00
-9.7296440E-03,4.906357E+00
-9.7294600E-03,4.907425E+00
-9.7292760E-03,4.909256E+00
-9.7290920E-03,4.905136E+00
-9.7289080E-03,4.906357E+00
-9.7287240E-03,4.904678E+00
-9.7285400E-03,4.906052E+00
-9.7283560E-03,4.905136E+00
-9.7281720E-03,4.905594E+00
-9.7279880E-03,4.908340E+00
-9.7278040E-03,4.906662E+00
-9.7276200E-03,4.908951E+00
-9.7274360E-03,4.907578E+00
-9.7272520E-03,4.906967E+00
-9.7270680E-03,4.908646E+00
-9.7268840E-03,4.907883E+00
-9.7267000E-03,4.905594E+00
-9.7265160E-03,4.908035E+00
-9.7263320E-03,4.909103E+00
-9.7261480E-03,4.907120E+00
-9.7259640E-03,4.906967E+00
-9.7257800E-03,4.908798E+00
-9.7255960E-03,4.904373E+00
-9.7254120E-03,4.906052E+00
-9.7252280E-03,4.908035E+00
-9.7250440E-03,4.907120E+00
-9.7248600E-03,4.908035E+00
-9.7246760E-03,4.906204E+00
-9.7244920E-03,4.906509E+00
-9.7243080E-03,4.905289E+00
-9.7241240E-03,4.905594E+00
-9.7239400E-03,4.908646E+00
-9.7237560E-03,4.906204E+00
-9.7235720E-03,4.909256E+00
-9.7233880E-03,4.906204E+00
-9.7232040E-03,4.904373E+00
-9.7230200E-03,4.907425E+00
-9.7228360E-03,4.907425E+00
-9.7226520E-03,4.908188E+00
-9.7224680E-03,4.908493E+00
-9.7222840E-03,4.908340E+00
-9.7221000E-03,4.908798E+00
-9.7219160E-03,4.909409E+00
-9.7217320E-03,4.908951E+00
-9.7215480E-03,4.907120E+00
-9.7213640E-03,4.909409E+00
-9.7211800E-03,4.908188E+00
-9.7209960E-03,4.909561E+00
-9.7208120E-03,4.908951E+00
-9.7206280E-03,4.908951E+00
-9.7204440E-03,4.908035E+00
-9.7202600E-03,4.908646E+00
-9.7200760E-03,4.908951E+00
-9.7198920E-03,4.909714E+00
-9.7197080E-03,4.909103E+00
-9.7195240E-03,4.907272E+00
-9.7193400E-03,4.910324E+00
-9.7191560E-03,4.909561E+00
-9.7189720E-03,4.905899E+00
-9.7187880E-03,4.907272E+00
-9.7186040E-03,4.909714E+00
-9.7184200E-03,4.909714E+00
-9.7182360E-03,4.908035E+00
-9.7180520E-03,4.909103E+00
-9.7178680E-03,4.909714E+00
-9.7176840E-03,4.909714E+00
-9.7175000E-03,4.909256E+00
-9.7173160E-03,4.908798E+00
-9.7171320E-03,4.908646E+00
-9.7169480E-03,4.906815E+00
-9.7167640E-03,4.909103E+00
-9.7165800E-03,4.910934E+00
-9.7163960E-03,4.911850E+00
-9.7162120E-03,4.908646E+00
-9.7160280E-03,4.908188E+00
-9.7158440E-03,4.908951E+00
-9.7156600E-03,4.909866E+00
-9.7154760E-03,4.908035E+00
-9.7152920E-03,4.908798E+00
-9.7151080E-03,4.908951E+00
-9.7149240E-03,4.908798E+00
-9.7147400E-03,4.908798E+00
-9.7145560E-03,4.908493E+00
-9.7143720E-03,4.908798E+00
-9.7141880E-03,4.909714E+00
-9.7140040E-03,4.908798E+00
-9.7138200E-03,4.908035E+00
-9.7136360E-03,4.909103E+00
-9.7134520E-03,4.908798E+00
-9.7132680E-03,4.910019E+00
-9.7130840E-03,4.907272E+00
-9.7129000E-03,4.908035E+00
-9.7127160E-03,4.908035E+00
-9.7125320E-03,4.908188E+00
-9.7123480E-03,4.912155E+00
-9.7121640E-03,4.908798E+00
-9.7119800E-03,4.911087E+00
-9.7117960E-03,4.908951E+00
-9.7116120E-03,4.911087E+00
-9.7114280E-03,4.908951E+00
-9.7112440E-03,4.911392E+00
-9.7110600E-03,4.910324E+00
-9.7108760E-03,4.909103E+00
-9.7106920E-03,4.907425E+00
-9.7105080E-03,4.908798E+00
-9.7103240E-03,4.909866E+00
-9.7101400E-03,4.908188E+00
-9.7099560E-03,4.908798E+00
-9.7097720E-03,4.909866E+00
-9.7095880E-03,4.908035E+00
-9.7094040E-03,4.905289E+00
-9.7092200E-03,4.908493E+00
-9.7090360E-03,4.908340E+00
-9.7088520E-03,4.907272E+00
-9.7086680E-03,4.909409E+00
-9.7084840E-03,4.910934E+00
-9.7083000E-03,4.907730E+00
-9.7081160E-03,4.907425E+00
-9.7079320E-03,4.909714E+00
-9.7077480E-03,4.910172E+00
-9.7075640E-03,4.911850E+00
-9.7073800E-03,4.911087E+00
-9.7071960E-03,4.908493E+00
-9.7070120E-03,4.911850E+00
-9.7068280E-03,4.909256E+00
-9.7066440E-03,4.909866E+00
-9.7064600E-03,4.908951E+00
-9.7062760E-03,4.909561E+00
-9.7060920E-03,4.910172E+00
-9.7059080E-03,4.910629E+00
-9.7057240E-03,4.910019E+00
-9.7055400E-03,4.906662E+00
-9.7053560E-03,4.908493E+00
-9.7051720E-03,4.909866E+00
-9.7049880E-03,4.906509E+00
-9.7048040E-03,4.909561E+00
-9.7046200E-03,4.908340E+00
-9.7044360E-03,4.909561E+00
-9.7042520E-03,4.909561E+00
-9.7040680E-03,4.909256E+00
-9.7038840E-03,4.908493E+00
-9.7037000E-03,4.908951E+00
-9.7035160E-03,4.908798E+00
-9.7033320E-03,4.910629E+00
-9.7031480E-03,4.909409E+00
-9.7029640E-03,4.910934E+00
-9.7027800E-03,4.911240E+00
-9.7025960E-03,4.909103E+00
-9.7024120E-03,4.910477E+00
-9.7022280E-03,4.909256E+00
-9.7020440E-03,4.909866E+00
-9.7018600E-03,4.911087E+00
-9.7016760E-03,4.910019E+00
-9.7014920E-03,4.911392E+00
-9.7013080E-03,4.909714E+00
-9.7011240E-03,4.910324E+00
-9.7009400E-03,4.910324E+00
-9.7007560E-03,4.910172E+00
-9.7005720E-03,4.910172E+00
-9.7003880E-03,4.911850E+00
-9.7002040E-03,4.911392E+00
-9.7000200E-03,4.910324E+00
-9.6998360E-03,4.910477E+00
-9.6996520E-03,4.908035E+00
-9.6994680E-03,4.910324E+00
-9.6992840E-03,4.910782E+00
-9.6991000E-03,4.910477E+00
-9.6989160E-03,4.911545E+00
-9.6987320E-03,4.910629E+00
-9.6985480E-03,4.911087E+00
-9.6983640E-03,4.910324E+00
-9.6981800E-03,4.911697E+00
-9.6979960E-03,4.909256E+00
-9.6978120E-03,4.911697E+00
-9.6976280E-03,4.910934E+00
-9.6974440E-03,4.910782E+00
-9.6972600E-03,4.910477E+00
-9.6970760E-03,4.911087E+00
-9.6968920E-03,4.911392E+00
-9.6967080E-03,4.912460E+00
-9.6965240E-03,4.910477E+00
-9.6963400E-03,4.911087E+00
-9.6961560E-03,4.910324E+00
-9.6959720E-03,4.911850E+00
-9.6957880E-03,4.912460E+00
-9.6956040E-03,4.909561E+00
-9.6954200E-03,4.911545E+00
-9.6952360E-03,4.912308E+00
-9.6950520E-03,4.909866E+00
-9.6948680E-03,4.910019E+00
-9.6946840E-03,4.912155E+00
-9.6945000E-03,4.910324E+00
-9.6943160E-03,4.909256E+00
-9.6941320E-03,4.910477E+00
-9.6939480E-03,4.910019E+00
-9.6937640E-03,4.910782E+00
-9.6935800E-03,4.910172E+00
-9.6933960E-03,4.910934E+00
-9.6932120E-03,4.909714E+00
-9.6930280E-03,4.910019E+00
-9.6928440E-03,4.909409E+00
-9.6926600E-03,4.910782E+00
-9.6924760E-03,4.911850E+00
-9.6922920E-03,4.910172E+00
-9.6921080E-03,4.910172E+00
-9.6919240E-03,4.910629E+00
-9.6917400E-03,4.910019E+00
-9.6915560E-03,4.909256E+00
-9.6913720E-03,4.910019E+00
-9.6911880E-03,4.912918E+00
-9.6910040E-03,4.911392E+00
-9.6908200E-03,4.910172E+00
-9.6906360E-03,4.909409E+00
-9.6904520E-03,4.909561E+00
-9.6902680E-03,4.911392E+00
-9.6900840E-03,4.908798E+00
-9.6899000E-03,4.910172E+00
-9.6897160E-03,4.910019E+00
-9.6895320E-03,4.911392E+00
-9.6893480E-03,4.911240E+00
-9.6891640E-03,4.913071E+00
-9.6889800E-03,4.913071E+00
-9.6887960E-03,4.911697E+00
-9.6886120E-03,4.911545E+00
-9.6884280E-03,4.910934E+00
-9.6882440E-03,4.913223E+00
-9.6880600E-03,4.912308E+00
-9.6878760E-03,4.913681E+00
-9.6876920E-03,4.913071E+00
-9.6875080E-03,4.913071E+00
-9.6873240E-03,4.914139E+00
-9.6871400E-03,4.912155E+00
-9.6869560E-03,4.912766E+00
-9.6867720E-03,4.912308E+00
-9.6865880E-03,4.911697E+00
-9.6864040E-03,4.913376E+00
-9.6862200E-03,4.912613E+00
-9.6860360E-03,4.911392E+00
-9.6858520E-03,4.912460E+00
-9.6856680E-03,4.911392E+00
-9.6854840E-03,4.912918E+00
-9.6853000E-03,4.910934E+00
-9.6851160E-03,4.912308E+00
-9.6849320E-03,4.911850E+00
-9.6847480E-03,4.910782E+00
-9.6845640E-03,4.910629E+00
-9.6843800E-03,4.910172E+00
-9.6841960E-03,4.912766E+00
-9.6840120E-03,4.911087E+00
-9.6838280E-03,4.911850E+00
-9.6836440E-03,4.912155E+00
-9.6834600E-03,4.911545E+00
-9.6832760E-03,4.912613E+00
-9.6830920E-03,4.911240E+00
-9.6829080E-03,4.911545E+00
-9.6827240E-03,4.908493E+00
-9.6825400E-03,4.912613E+00
-9.6823560E-03,4.912460E+00
-9.6821720E-03,4.914291E+00
-9.6819880E-03,4.914139E+00
-9.6818040E-03,4.912766E+00
-9.6816200E-03,4.911697E+00
-9.6814360E-03,4.913986E+00
-9.6812520E-03,4.911087E+00
-9.6810680E-03,4.911850E+00
-9.6808840E-03,4.911392E+00
-9.6807000E-03,4.913376E+00
-9.6805160E-03,4.913986E+00
-9.6803320E-03,4.913834E+00
-9.6801480E-03,4.912460E+00
-9.6799640E-03,4.911545E+00
-9.6797800E-03,4.911850E+00
-9.6795960E-03,4.912003E+00
-9.6794120E-03,4.911087E+00
-9.6792280E-03,4.911697E+00
-9.6790440E-03,4.910019E+00
-9.6788600E-03,4.911392E+00
-9.6786760E-03,4.912003E+00
-9.6784920E-03,4.912155E+00
-9.6783080E-03,4.912308E+00
-9.6781240E-03,4.912766E+00
-9.6779400E-03,4.912460E+00
-9.6777560E-03,4.913071E+00
-9.6775720E-03,4.912613E+00
-9.6773880E-03,4.914139E+00
-9.6772040E-03,4.913223E+00
-9.6770200E-03,4.913986E+00
-9.6768360E-03,4.913681E+00
-9.6766520E-03,4.910934E+00
-9.6764680E-03,4.910782E+00
-9.6762840E-03,4.912155E+00
-9.6761000E-03,4.912003E+00
-9.6759160E-03,4.913986E+00
-9.6757320E-03,4.912766E+00
-9.6755480E-03,4.912613E+00
-9.6753640E-03,4.911087E+00
-9.6751800E-03,4.913071E+00
-9.6749960E-03,4.914291E+00
-9.6748120E-03,4.914444E+00
-9.6746280E-03,4.913986E+00
-9.6744440E-03,4.912613E+00
-9.6742600E-03,4.912460E+00
-9.6740760E-03,4.912155E+00
-9.6738920E-03,4.914597E+00
-9.6737080E-03,4.915207E+00
-9.6735240E-03,4.910934E+00
-9.6733400E-03,4.913071E+00
-9.6731560E-03,4.914902E+00
-9.6729720E-03,4.913071E+00
-9.6727880E-03,4.912460E+00
-9.6726040E-03,4.912155E+00
-9.6724200E-03,4.914444E+00
-9.6722360E-03,4.915817E+00
-9.6720520E-03,4.913681E+00
-9.6718680E-03,4.914139E+00
-9.6716840E-03,4.914749E+00
-9.6715000E-03,4.911392E+00
-9.6713160E-03,4.913986E+00
-9.6711320E-03,4.914749E+00
-9.6709480E-03,4.914749E+00
-9.6707640E-03,4.914597E+00
-9.6705800E-03,4.914444E+00
-9.6703960E-03,4.914291E+00
-9.6702120E-03,4.915359E+00
-9.6700280E-03,4.914597E+00
-9.6698440E-03,4.914597E+00
-9.6696600E-03,4.914139E+00
-9.6694760E-03,4.911697E+00
-9.6692920E-03,4.913528E+00
-9.6691080E-03,4.914902E+00
-9.6689240E-03,4.913223E+00
-9.6687400E-03,4.913223E+00
-9.6685560E-03,4.913528E+00
-9.6683720E-03,4.914749E+00
-9.6681880E-03,4.913528E+00
-9.6680040E-03,4.914749E+00
-9.6678200E-03,4.914139E+00
-9.6676360E-03,4.914291E+00
-9.6674520E-03,4.913834E+00
